Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood
6784,0.131154812,0.0082194,0.131154812,0.348390596,0.453640637,0.227928635,0.453640637,0.043916056,0.234972607,0.234972607,0.761796578,0.512624741,0.761796578,0.582094858,0.696281479,0.413276571,0.796913351,0.513762736,0.582369925,0.772074694,0.348390596,0.355831411,0.321243251,0.043044805,0.24647723,0.476491633,0.402931228,0.04370413,0.043916056,0.050898669,0.07184775,0.167113249,0.014306002,0.143180913,0.27124283,0.107996109,0.247237072,0.537483984,0.189179613,0.160480872,0.173890999,0.422681883,0.0082194,0.142390906,0.053597947,0.5216214,0.359311112,0.241406848,0.572277674,0.227928635,0.154588525,0.14751207,0.067136095,0.202391665,0.319981719,0.109727182,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6785,0.131154812,0.015599152,0.131154812,0.024783843,0.453640637,0.20023708,0.453640637,0.000659618,0.234972607,0.234972607,0.343337547,0.606973112,0.343337547,0.162427426,0.229494132,0.172699035,0.463091798,0.092916475,0.135320315,0.341935589,0.024783843,0.029196663,0.020348063,0.015434548,0.021342008,0.069024996,0.092074225,0.002118372,0.000659618,0,0.001555561,0.010794044,0,0.004863816,0.319546953,0.125486488,0.303897177,0.583472454,0.217465908,0.231551897,0.240643438,0.467602297,0.015599152,0.155080669,0.051005271,0.536383914,0.373656645,0.279113899,0.60334685,0.20023708,0.155831084,0.142676659,0.063792762,0.212564002,0.300188559,0.095391806,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6786,0.131154812,0.05661945,0.131154812,0,0.453640637,0.21546794,0.453640637,0,0.234972607,0.234972607,0.016616666,0.670534313,0.016616666,0.00031545,0.001828591,0.006967059,0.041844204,0,0,0.017075871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360107439,0.1473628,0.349035244,0.614603628,0.248023941,0.2814667,0.296186134,0.512979661,0.05661945,0.155017521,0.037448937,0.539013764,0.362741889,0.31416948,0.627005369,0.21546794,0.173571711,0.157960197,0.069341838,0.219829917,0.277923509,0.084485321,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6787,0.131154812,0.144162943,0.131154812,0,0.453640637,0.247916993,0.453640637,0,0.234972607,0.234972607,0,0.721716702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369548728,0.168909002,0.357279959,0.626334076,0.273639586,0.283123212,0.312130676,0.527795157,0.144162943,0.150511564,0.026617361,0.523000843,0.344526913,0.306861259,0.608497742,0.247916993,0.172809571,0.179872641,0.082614389,0.2480065,0.27025442,0.12119487,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6788,0.131154812,0.226550905,0.131154812,0,0.453640637,0.265889523,0.453640637,0,0.234972607,0.234972607,0,0.743812501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490846735,0.230201447,0.496822946,0.629484794,0.344152089,0.367714202,0.424881723,0.590201541,0.226550905,0.231794852,0.033614411,0.528595176,0.442452666,0.36817661,0.680558,0.265889523,0.171923585,0.174076625,0.08479598,0.345596039,0.254212798,0.14011823,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6789,0.131154812,0.296280405,0.131154812,0,0.453640637,0.282767751,0.453640637,0,0.234972607,0.234972607,0,0.78117466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619606943,0.295838068,0.612409198,0.733602364,0.491882129,0.426738436,0.524565417,0.724864679,0.296280405,0.338683948,0.064631101,0.597790861,0.494478736,0.400299062,0.68963717,0.282767751,0.167056098,0.14951755,0.084207403,0.386977917,0.259599208,0.128922617,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6790,0.131154812,0.315919834,0.131154812,0,0.453640637,0.288859294,0.453640637,0,0.234972607,0.234972607,0,0.910330772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669888191,0.347455614,0.666257256,0.76042853,0.59054433,0.475792232,0.591175762,0.769074809,0.315919834,0.458034693,0.139779619,0.631815527,0.524222539,0.456479151,0.661644275,0.288859294,0.164213465,0.119839509,0.079144055,0.375039859,0.217451712,0.101061876,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6791,0.131154812,0.340319129,0.131154812,0,0.453640637,0.30184668,0.453640637,0,0.234972607,0.234972607,0,0.992334843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696086515,0.389132535,0.695231092,0.767170747,0.644085045,0.517316721,0.653175973,0.777621595,0.340319129,0.512958541,0.22083559,0.633203706,0.524673536,0.533959091,0.60801061,0.30184668,0.171387996,0.092634864,0.07333807,0.336363908,0.251880203,0.09138739,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6792,0.131154812,0.38081668,0.131154812,0,0.453640637,0.299336497,0.453640637,0,0.234972607,0.234972607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720398629,0.415137499,0.711296273,0.751213343,0.682821393,0.568939167,0.706161006,0.765627754,0.38081668,0.570806542,0.303657718,0.614514024,0.516850821,0.594628047,0.523456671,0.299336497,0.182046383,0.069154983,0.072140651,0.299946682,0.231886444,0.088173108,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6793,0.131154812,0.377540242,0.131154812,0,0.453640637,0.337444394,0.453640637,0,0.234972607,0.234972607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732806682,0.419535335,0.720830767,0.727675573,0.706775861,0.616355492,0.744770889,0.741764067,0.377540242,0.595432914,0.37662698,0.601308643,0.470936995,0.63659246,0.452327045,0.337444394,0.198837329,0.055678852,0.080051636,0.267509083,0.250080856,0.096050982,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6794,0.131154812,0.278594629,0.131154812,0,0.453640637,0.373876316,0.453640637,0,0.234972607,0.234972607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743922725,0.425691148,0.730553556,0.687474902,0.731141841,0.660978074,0.75378357,0.713741278,0.278594629,0.556515249,0.334233951,0.565840464,0.415042298,0.658242213,0.388786111,0.373876316,0.22753086,0.057106406,0.092720666,0.238635672,0.312116685,0.093521552,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6795,0.131154812,0.085615738,0.131154812,0,0.453640637,0.395454129,0.453640637,0,0.234972607,0.234972607,0,0.999661624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7423627,0.442020111,0.745106213,0.643475519,0.754355717,0.69563272,0.738894618,0.68052362,0.085615738,0.560824882,0.239547041,0.514457037,0.380695213,0.681828071,0.326937006,0.395454129,0.243669309,0.065485888,0.106020035,0.217716828,0.300301187,0.082304724,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6796,0.131154812,0.017276935,0.131154812,0,0.453640637,0.435571502,0.453640637,0,0.234972607,0.234972607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734706346,0.430851071,0.758336706,0.579796506,0.758705694,0.710109586,0.721426813,0.645687094,0.017276935,0.603365057,0.22735315,0.470607459,0.341522462,0.692313449,0.293751115,0.435571502,0.282527123,0.077459134,0.112143468,0.209601876,0.342343348,0.071181855,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6797,0.131154812,0.036488137,0.131154812,0,0.453640637,0.481062665,0.453640637,2.80E-05,0.234972607,0.234972607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80E-05,0.002897879,0,0,0,0,0.716971902,0.410366986,0.756553585,0.53599622,0.740566428,0.713552715,0.686689122,0.603277007,0.036488137,0.633296181,0.258742513,0.439610628,0.313191711,0.694604452,0.285348607,0.481062665,0.320094052,0.089284157,0.13753516,0.208286678,0.399654423,0.082971102,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6798,0.131154812,0.053860283,0.131154812,0.017812375,0.453640637,0.508515805,0.453640637,0.035130259,0.234972607,0.234972607,0.006946841,0.965169489,0.006946841,0.040220377,0.02940816,0.00411082,0,0.068097989,0.050733527,0.00490695,0.017812375,0.019451921,0.075258375,0.004443316,0.003410491,0.052322484,0.011897254,0.014241182,0.035130259,0.074293622,0.046474245,0.0075923,0.026566855,0.021278698,0.699521893,0.398901695,0.750127039,0.523712349,0.718189036,0.714501807,0.65363683,0.560802319,0.053860283,0.636870806,0.354432184,0.41845233,0.320425296,0.700167739,0.308060927,0.508515805,0.371213006,0.11005916,0.177577573,0.204124499,0.426280902,0.113036471,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6799,0.131154812,0.146176176,0.131154812,0.030278699,0.453640637,0.516166514,0.453640637,0.063124688,0.234972607,0.234972607,0.300125637,1,0.300125637,0.426664566,0.428990156,0.175162022,0.183501037,0.532292119,0.509515507,0.24342023,0.030278699,0.079929662,0.286254926,0.077765152,0.019636723,0.332724233,0.128834603,0.057688233,0.063124688,0.079771744,0.046633051,0.06191287,0.094109388,0.064535868,0.685698605,0.401966338,0.73731149,0.526094239,0.694906211,0.724265849,0.635154429,0.53497788,0.146176176,0.629455196,0.446231797,0.405444407,0.335206947,0.716471999,0.345762278,0.516166514,0.396509523,0.136431597,0.232581879,0.209586554,0.432912216,0.14571638,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6800,0.131154812,0.145964445,0.131154812,0.039150101,0.453640637,0.535426892,0.453640637,0.071242506,0.234972607,0.234972607,0.787262584,1,0.787262584,0.753066565,0.827807658,0.462820937,0.692988237,0.843695247,0.853432413,0.728374813,0.039150101,0.115599905,0.27804544,0.188621673,0.053811628,0.547251789,0.236732086,0.098297609,0.071242506,0.124348665,0.047082048,0.110729271,0.036189164,0.179336899,0.67831864,0.42956099,0.73409676,0.550270836,0.666719288,0.733662034,0.614791636,0.511961625,0.145964445,0.649159813,0.528056303,0.408080907,0.365960681,0.717723274,0.386876653,0.535426892,0.433175852,0.162430479,0.272324931,0.217112938,0.504962858,0.172697276,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6801,0.131154812,0.292140599,0.131154812,0.059154641,0.453640637,0.544531162,0.453640637,0.108868591,0.234972607,0.234972607,0.875934582,0.9654724,0.875934582,0.79920497,0.871444776,0.509184505,0.854332632,0.85394444,0.868642528,0.823256179,0.059154641,0.193362878,0.208206343,0.262921484,0.091264728,0.627719589,0.230672978,0.13654527,0.108868591,0.169849433,0.08288348,0.111854099,0.072983997,0.227169358,0.670245715,0.444949311,0.726884764,0.553824459,0.658458875,0.738230865,0.594550056,0.515390599,0.292140599,0.670140074,0.57084185,0.419674841,0.381271504,0.708622228,0.407501159,0.544531162,0.470494215,0.194513558,0.323803742,0.224886065,0.569485751,0.186958987,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6802,0.131154812,0.370344647,0.131154812,0.159814924,0.453640637,0.487177416,0.453640637,0.140387975,0.234972607,0.234972607,0.858845633,0.974522233,0.858845633,0.770716235,0.857160085,0.549100289,0.853483843,0.818907443,0.838304027,0.803075183,0.159814924,0.291911911,0.143770203,0.34992738,0.114000574,0.654722955,0.185099597,0.156276842,0.140387975,0.182074734,0.125205612,0.126937011,0.160185858,0.218653903,0.549790821,0.365372031,0.542027699,0.463395834,0.607905912,0.539108561,0.370663891,0.436338528,0.370344647,0.689292902,0.460226371,0.360594119,0.339815827,0.604314712,0.34491188,0.487177416,0.489357308,0.189995659,0.32371438,0.159853299,0.53974985,0.159615849,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6803,0.131154812,0.599370485,0.131154812,0.252342735,0.453640637,0.445393957,0.453640637,0.119005015,0.234972607,0.234972607,0.828087035,0.970772862,0.828087035,0.735343725,0.830375774,0.596696165,0.818444388,0.786351423,0.806895151,0.777562712,0.252342735,0.41907775,0.113244443,0.309236666,0.12566478,0.635605127,0.197572817,0.148971864,0.119005015,0.215152481,0.122045662,0.14032011,0.156705213,0.178437067,0.221026104,0.162599455,0.23467586,0.208267005,0.187847253,0.454316554,0.168252879,0.137705163,0.599370485,0.716361468,0.403640026,0.28052799,0.322677086,0.590416322,0.342784663,0.445393957,0.497810444,0.171993404,0.319775683,0.120015431,0.558965094,0.157998702,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6804,0.131154812,0.743391239,0.131154812,0.245051881,0.453640637,0.452078626,0.453640637,0.100636604,0.234972607,0.234972607,0.81072821,0.836834431,0.81072821,0.713434973,0.816267204,0.558178662,0.7972333,0.778580483,0.79899265,0.7512606,0.245051881,0.481612691,0.105352923,0.220076094,0.11408481,0.571239229,0.172766633,0.114532263,0.100636604,0.20230477,0.102456939,0.129564585,0.14597957,0.104142687,0.277994697,0.12772069,0.252284005,0.21740017,0.156013702,0.42346797,0.157004671,0.212047135,0.743391239,0.736875259,0.402015632,0.298001444,0.321912921,0.56711932,0.396459837,0.452078626,0.507735176,0.177543006,0.352425799,0.117481109,0.579182286,0.191462027,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6805,0.131154812,0.777609955,0.131154812,0.304117734,0.453640637,0.469238554,0.453640637,0.084841578,0.234972607,0.234972607,0.815433535,0.492355704,0.815433535,0.704739656,0.828009264,0.481011377,0.800301167,0.79221045,0.817921275,0.764534174,0.304117734,0.525038533,0.113239369,0.193414055,0.114976734,0.537093943,0.161705548,0.079694763,0.084841578,0.180181555,0.066115795,0.11004971,0.081708341,0.089102817,0.322824619,0.15081999,0.289165647,0.275329451,0.210307456,0.402857347,0.164248298,0.280923194,0.777609955,0.742143157,0.529490998,0.351235768,0.327713892,0.535991289,0.450810722,0.469238554,0.52713251,0.202850668,0.394528839,0.11963825,0.566882722,0.21796344,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6806,0.131154812,0.794997482,0.131154812,0.446239139,0.453640637,0.483068111,0.453640637,0.085596847,0.234972607,0.234972607,0.836805869,0.196950465,0.836805869,0.714312284,0.855376877,0.391695512,0.822532504,0.815740816,0.84587779,0.803626404,0.446239139,0.481294697,0.115345051,0.198341966,0.111255272,0.522353314,0.123325501,0.113460766,0.085596847,0.168173711,0.052959505,0.091411137,0.061976567,0.048324716,0.331860062,0.153217419,0.31629023,0.321920322,0.219705526,0.383118825,0.169951336,0.270592244,0.794997482,0.749092066,0.570954108,0.41189092,0.350955384,0.528023676,0.490569115,0.483068111,0.541946157,0.232109163,0.437112005,0.135181825,0.529339298,0.245282875,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6807,0.131154812,0.802873354,0.131154812,0.607364974,0.453640637,0.521682534,0.453640637,0.115780046,0.234972607,0.234972607,0.85418317,0.12069992,0.85418317,0.682690845,0.862973437,0.353721467,0.844232794,0.809344386,0.847448822,0.824984287,0.607364974,0.296606641,0.109280925,0.15487361,0.106317975,0.470117061,0.083388251,0.104199495,0.115780046,0.105199214,0.065876665,0.059510338,0.070616106,0.04976045,0.338157931,0.172302391,0.344044161,0.350499314,0.221395352,0.378733031,0.189526895,0.264928448,0.802873354,0.73237283,0.49823377,0.479541343,0.384278788,0.532337612,0.528204931,0.521682534,0.54746708,0.26900147,0.485411697,0.169161659,0.496715116,0.25597127,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6808,0.131154812,0.797562965,0.131154812,0.282032199,0.453640637,0.546258994,0.453640637,0.055215207,0.234972607,0.234972607,0.785666544,0.085882366,0.785666544,0.543153413,0.743364202,0.334111864,0.816858637,0.572975868,0.657731076,0.746072527,0.282032199,0.160018403,0.121373237,0.110791525,0.075087763,0.285105289,0.05364275,0.027339085,0.055215207,0.023395968,0.034784843,0.025722624,0.079030701,0.044437319,0.346545869,0.183389111,0.372856301,0.364825794,0.215932155,0.408899528,0.206456489,0.258080827,0.797562965,0.718152463,0.53555876,0.545232877,0.435892871,0.549914889,0.5615792,0.546258994,0.556034907,0.302492583,0.54129309,0.209575265,0.47476197,0.296618909,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6809,0.131154812,0.787155316,0.131154812,0.02049012,0.453640637,0.604556547,0.453640637,0.000417266,0.234972607,0.234972607,0.345399434,0.087587081,0.345399434,0.141172167,0.237471379,0.159190205,0.468303068,0.102158865,0.149488547,0.31920061,0.02049012,0.013940488,0.00978123,0.053972936,0.006922314,0.040806261,0.009186454,0.000130836,0.000417266,0,0.000237762,0.001627789,0.000831076,0.000654171,0.343034114,0.213367163,0.391417753,0.391591234,0.211085763,0.455112885,0.225734975,0.262937469,0.787155316,0.701971456,0.608736079,0.563417804,0.48151299,0.604068737,0.581580541,0.604556547,0.574519691,0.345207092,0.575600096,0.260782066,0.546566196,0.34669818,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6810,0.131154812,0.788047123,0.131154812,0,0.453640637,0.674025462,0.453640637,0,0.234972607,0.234972607,0.014737456,0.029533463,0.014737456,0.000302354,0.001119764,0.004678452,0.04053745,0,0,0.01454321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359876528,0.240358802,0.401453019,0.39297467,0.226892134,0.513346126,0.263195416,0.268956637,0.788047123,0.683189381,0.672685955,0.563577765,0.517494671,0.652767871,0.598119477,0.674025462,0.603158041,0.424999333,0.626458935,0.311836835,0.61459732,0.423134702,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6811,0.131154812,0.706105194,0.131154812,0,0.453640637,0.748181888,0.453640637,0,0.234972607,0.234972607,0,0.041050486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360191098,0.262082718,0.401002625,0.369508494,0.240209168,0.501006114,0.256841365,0.27615461,0.706105194,0.625823013,0.690296027,0.551036804,0.526620899,0.648434553,0.594052348,0.748181888,0.61430066,0.52581907,0.654753921,0.370526643,0.673643195,0.508678062,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
6812,0.131154812,0.72117482,0.131154812,0,0.453640637,0.772596624,0.453640637,0,0.234972607,0.234972607,0,0.086413503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46200717,0.381120646,0.523061763,0.401540091,0.300361837,0.640250354,0.371781071,0.320718975,0.72117482,0.711295915,0.693171638,0.574536556,0.612982505,0.732072212,0.638405127,0.772596624,0.640313808,0.597124645,0.67090592,0.455400597,0.695471188,0.521538459,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
