Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--diesel_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--diesel_edge--commodity,edges--diesel_edge--unidirectional,edges--diesel_edge--has_capacity,edges--diesel_edge--end_vertex,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSDiesel,BR_PI_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_PI,1033,300340,12098.33,79.95,56700,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_RJ_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_RJ,1033,300340,12098.33,79.95,139935.6,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_RN_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_RN,1033,300340,12098.33,79.95,0,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_RS_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_RS,1033,300340,12098.33,79.95,2128064.4,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_RO_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_RO,1033,300340,12098.33,79.95,156492,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_RR_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_RR,1033,300340,12098.33,79.95,0,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_SC_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_SC,1033,300340,12098.33,79.95,348138,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_SP_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_SP,1033,300340,12098.33,79.95,297561.6,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_SE_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_SE,1033,300340,12098.33,79.95,0,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSDiesel,BR_TO_Soybean_Biodiesel_large,Biomass,TRUE,1.3,0.1,0.8,1.7,0.9,Soybean,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,soybean_harvested_BR_TO,1033,300340,12098.33,79.95,181440,system/availability.csv,Availability_One,BioDiesel,TRUE,FALSE,biodiesel_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
