bus,name,region,base_kv,volt_class,type,area,area_name,zone,vm_pu,va_deg,vmax_pu,vmin_pu,in_service,lat,lon
70235,동탄_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99813,-28.3229,1.05,0.95,1,37.21714,127.11805
40289,삼미_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99621,-23.8289,1.05,0.95,1,37.18612,127.0827
70236,삼미_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00547,-28.8834,1.05,0.95,1,37.18612,127.0827
40290,상암_154,서울특별시,154.0,154kV,PQ,1,수도권,1,1.00069,-30.3036,1.05,0.95,1,37.58055,126.87776
70237,상암_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00423,-33.3738,1.05,0.95,1,37.58055,126.87776
20057,신인천_345,인천광역시,345.0,345kV,PQ,1,수도권,4,1.01956,-29.1401,1.05,0.95,1,37.4892,126.69278
40291,신인천_154,인천광역시,154.0,154kV,PQ,1,수도권,4,1.00191,-30.8397,1.05,0.95,1,37.4892,126.69278
60057,신인천_T23,인천광역시,23.0,23kV,PQ,1,수도권,4,1.02071,-29.8631,1.05,0.95,1,37.4892,126.69278
40292,만승_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99535,-19.0967,1.05,0.95,1,36.98541,127.43202
70238,만승_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99814,-22.4431,1.05,0.95,1,36.98541,127.43202
40293,위례_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99641,-27.2835,1.05,0.95,1,37.48158,127.15113
70239,위례_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00083,-31.7758,1.05,0.95,1,37.48158,127.15113
40294,완도_154,전라남도,154.0,154kV,PQ,4,호남,14,0.99611,15.1942,1.05,0.95,1,34.33386,126.73539
70240,완도_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,1.0057,11.2828,1.05,0.95,1,34.33386,126.73539
40295,당진T1_154,충청남도,154.0,154kV,PQ,3,충청,12,0.99503,-15.3263,1.05,0.95,1,36.9557,126.61674
70241,당진T1_D23,충청남도,22.9,22.9kV,PQ,3,충청,12,0.99874,-22.0912,1.05,0.95,1,36.9557,126.61674
40296,진안_154,전북특별자치도,154.0,154kV,PQ,4,호남,13,0.99923,-5.0303,1.05,0.95,1,35.78032,127.4539
70242,진안_D23,전북특별자치도,22.9,22.9kV,PQ,4,호남,13,1.00486,-8.2063,1.05,0.95,1,35.78032,127.4539
40297,성포_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99906,-27.7535,1.05,0.95,1,37.31498,126.84417
70243,성포_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99824,-32.81,1.05,0.95,1,37.31498,126.84417
20058,신의정부_345,경기도,345.0,345kV,PQ,1,수도권,9,1.00431,-24.759,1.05,0.95,1,37.75657,127.09054
40298,신의정부_154,경기도,154.0,154kV,PQ,1,수도권,9,0.9992,-26.8027,1.05,0.95,1,37.75657,127.09054
60058,신의정부_T23,경기도,23.0,23kV,PQ,1,수도권,9,1.00207,-25.6255,1.05,0.95,1,37.75657,127.09054
40299,횡성_154,강원특별자치도,154.0,154kV,PQ,2,강원,10,0.9849,-13.1477,1.05,0.95,1,37.49271,128.02908
70244,횡성_D23,강원특별자치도,22.9,22.9kV,PQ,2,강원,10,1.0009,-15.2237,1.05,0.95,1,37.49271,128.02908
40300,우만_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99767,-26.8928,1.05,0.95,1,37.29345,127.03786
70245,우만_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.9996,-30.5572,1.05,0.95,1,37.29345,127.03786
40301,문발_154,경기도,154.0,154kV,PQ,1,수도권,9,1.00226,-29.4853,1.05,0.95,1,37.72764,126.72208
70246,문발_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00329,-34.3821,1.05,0.95,1,37.72764,126.72208
40302,일동_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99893,-27.0556,1.05,0.95,1,37.30141,126.87732
70247,일동_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00225,-31.6803,1.05,0.95,1,37.30141,126.87732
20059,신안산_345,경기도,345.0,345kV,PQ,1,수도권,9,1.01048,-25.0195,1.05,0.95,1,37.30066,126.87866
40303,신안산_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99895,-27.0317,1.05,0.95,1,37.30066,126.87866
60059,신안산_T23,경기도,23.0,23kV,PQ,1,수도권,9,1.0098,-25.874,1.05,0.95,1,37.30066,126.87866
40304,안산_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99886,-28.7986,1.05,0.95,1,37.31575,126.81151
70248,안산_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.0021,-31.9759,1.05,0.95,1,37.31575,126.81151
40305,유천_154,대전광역시,154.0,154kV,PQ,3,충청,6,0.99724,-10.6185,1.05,0.95,1,36.31751,127.39112
70249,유천_D23,대전광역시,22.9,22.9kV,PQ,3,충청,6,0.99955,-14.1449,1.05,0.95,1,36.31751,127.39112
40306,이의_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99766,-26.816,1.05,0.95,1,37.29786,127.05903
70250,이의_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00037,-30.1937,1.05,0.95,1,37.29786,127.05903
40307,신서귀_154,제주특별자치도,154.0,154kV,PQ,6,제주,17,1.02024,-2.5439,1.05,0.95,1,33.26332,126.50603
70251,신서귀_D23,제주특별자치도,22.9,22.9kV,PQ,6,제주,17,1.00447,-5.2629,1.05,0.95,1,33.26332,126.50603
40308,초정_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99526,-16.9738,1.05,0.95,1,36.72584,127.60966
70252,초정_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,1.00508,-20.8101,1.05,0.95,1,36.72584,127.60966
40309,청주_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99697,-16.4221,1.05,0.95,1,36.59829,127.51128
70253,청주_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,1.00123,-20.9351,1.05,0.95,1,36.59829,127.51128
40310,증평_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99478,-16.8329,1.05,0.95,1,36.80981,127.6496
70254,증평_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,0.99686,-20.4375,1.05,0.95,1,36.80981,127.6496
40311,신장_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99644,-25.853,1.05,0.95,1,37.53572,127.22793
70255,신장_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,0.99768,-29.7588,1.05,0.95,1,37.53572,127.22793
40312,미아_154,서울특별시,154.0,154kV,PQ,1,수도권,1,0.9984,-29.529,1.05,0.95,1,37.61374,127.0286
70256,미아_D23,서울특별시,22.9,22.9kV,PQ,1,수도권,1,1.00226,-32.4742,1.05,0.95,1,37.61374,127.0286
40313,비응_154,전북특별자치도,154.0,154kV,PQ,4,호남,13,0.99944,-1.6106,1.05,0.95,1,35.93815,126.5627
