Time_Index,KR_nuclear,KR_utilitypv,onwind,offwind-ac,offwind-dc,availability_one,SEL_solar,SEL_onwind,SEL_offwind-dc,PUS_solar,PUS_onwind,PUS_offwind-dc,TAE_solar,TAE_onwind,TAE_offwind-dc,INC_solar,INC_onwind,INC_offwind-dc,KWJ_solar,KWJ_onwind,KWJ_offwind-dc,DJJ_solar,DJJ_onwind,DJJ_offwind-dc,USN_solar,USN_onwind,USN_offwind-dc,SJG_solar,SJG_onwind,SJG_offwind-dc,GGI_solar,GGI_onwind,GGI_offwind-dc,GWN_solar,GWN_onwind,GWN_offwind-dc,CNB_solar,CNB_onwind,CNB_offwind-dc,CNA_solar,CNA_onwind,CNA_offwind-dc,JNB_solar,JNB_onwind,JNB_offwind-dc,JNA_solar,JNA_onwind,JNA_offwind-dc,GNB_solar,GNB_onwind,GNB_offwind-dc,GNA_solar,GNA_onwind,GNA_offwind-dc,JEJ_solar,JEJ_onwind,JEJ_offwind-dc
6738,0.85,0,0.004763656,0.022749921,0.066817922,,0,0.043765857,0,0,0.104553642,0,0,0.054181588,0.388245385,0,0.181357265,0.167848282,0,0.064710847,0,0,0.110224222,0,0,0.058041283,0,0,0.124164872,0,0,0.03372569,0,0,0.025282343,0,0,0.043247491,0,0,0.15003858,0.132506088,0,0.02379586,0,0,0.219091734,0.333280732,0,0.054181588,0.388245385,0,0.066121293,0.359429589,0,0.18767265,0.306697854
6739,0.85,0,0.006199485,0.032597234,0.067945348,,0,0.049729671,0,0,0.08754816,0,0,0.056992456,0.421824394,0,0.250923861,0.220923428,0,0.068130599,0,0,0.120631257,0,0,0.035483997,0,0,0.135589364,0,0,0.030852945,0,0,0.033359902,0,0,0.047606037,0,0,0.161509756,0.183168372,0,0.027439655,0,0,0.233998408,0.349654274,0,0.056992456,0.421824394,0,0.057170631,0.313980265,0,0.176984676,0.287612688
6740,0.85,0,0.010807753,0.048664694,0.07509002,,0,0.052344886,0,0,0.067819725,0,0,0.057895074,0.533773207,0,0.266409567,0.239525771,0,0.055085611,0,0,0.102356568,0,0,0.026494696,0,0,0.12127075,0,0,0.022552377,0,0,0.03453888,0,0,0.045216793,0,0,0.149970955,0.220050216,0,0.019134837,0,0,0.2331357,0.341055731,0,0.057895074,0.533773207,0,0.047755852,0.270198589,0,0.175456866,0.260693533
6741,0.85,0,0.014501543,0.0683084,0.079418171,,0,0.072166503,0,0,0.074812655,0,0,0.071113173,0.680077045,0,0.288204815,0.274395668,0,0.057023278,0,0,0.093987628,0,0,0.03487343,0,0,0.109363133,0,0,0.037435888,0,0,0.041765127,0,0,0.048016104,0,0,0.135121642,0.248814707,0,0.018497321,0,0,0.222788449,0.338835709,0,0.071113173,0.680077045,0,0.047258277,0.246391236,0,0.178855546,0.230981549
6742,0.85,0,0.01570273,0.085323717,0.085075964,,0,0.077193748,0,0,0.093754246,0,0,0.075648022,0.724212873,0,0.289183076,0.277144878,0,0.073014455,0,0,0.106931486,0,0,0.049300097,0,0,0.130935688,0,0,0.045637952,0,0,0.044322153,0,0,0.051886503,0,0,0.140342028,0.248650751,0,0.029296944,0,0,0.222855056,0.343118056,0,0.075648022,0.724212873,0,0.051817812,0.252508079,0,0.186659971,0.186193141
6743,0.85,0,0.01467889,0.096742069,0.094126202,,0,0.027270429,0,0,0.06306297,0,0,0.03898106,0.672956303,0,0.180907572,0.181259788,0,0.072235202,0,0,0.059345941,0,0,0.028571645,0,0,0.065620854,0,0,0.022126459,0,0,0.031132728,0,0,0.020839095,0,0,0.06845905,0.140653678,0,0,0,0,0.182925137,0.254066432,0,0.03898106,0.672956303,0,0.033542273,0.139223261,0,0.107079628,0.095105477
6744,0.85,0,0.017274301,0.11759874,0.115963309,,0.016954357,0.058476885,0,0.093455985,0.060999528,0,0.042825108,0.03401251,0.579606069,0,0.190164309,0.188922949,0.086027643,0.084598835,0,0.033282383,0.069089982,0,0.08037166,0.02113559,0,0.037750616,0.076381151,0,0.026629112,0.035082943,0,0.016832881,0.030169337,0,0.035590909,0.026484833,0,0.037137975,0.078972864,0.122794009,0.056528253,0.021877822,0,0.082384291,0.200311498,0.298148682,0.042825108,0.03401251,0.579606069,0.085887114,0.044666171,0.216793684,0.074836511,0.097135854,0.129515
6745,0.85,0,0.021635151,0.131660445,0.134508554,,0.09249369,0.050455995,0,0.251601287,0.068989641,0,0.13917411,0.030050897,0.529028234,0.067010171,0.23119579,0.214383952,0.250658243,0.053987506,0,0.175541103,0.050114004,0,0.238542534,0.017348562,0,0.187437714,0.058357428,0,0.124048495,0.022556542,0,0.069277443,0.027971631,0,0.157964882,0.018255921,0,0.178957946,0.074798075,0.112898805,0.190076061,0,0,0.235091819,0.176460086,0.326834135,0.13917411,0.030050897,0.529028234,0.222068107,0.051799211,0.317005809,0.189889618,0.099817824,0.176639504
6746,0.85,0,0.022813099,0.137761323,0.147317765,,0.227317467,0.041145881,0,0.397876951,0.087234614,0,0.252393405,0.034811338,0.641745659,0.171292149,0.182994052,0.196474598,0.371143314,0.067157501,0,0.299114115,0.068928667,0,0.367117174,0.032902014,0,0.317919181,0.072680129,0,0.249900678,0.015324667,0,0.148242405,0.021937846,0,0.286597899,0.045567986,0,0.308346045,0.05776855,0.111169178,0.321743787,0.037696423,0,0.356098995,0.176517354,0.320280043,0.252393405,0.034811338,0.641745659,0.374556466,0.061101684,0.345540863,0.326211362,0.113077927,0.231190369
6747,0.85,0,0.019645475,0.135644054,0.154112204,,0.290144676,0.016690267,0,0.466655752,0.075029359,0,0.324919443,0.055268893,0.657893129,0.245418804,0.18770948,0.230146789,0.468217334,0.072248383,0,0.460973672,0.077899672,0,0.441245572,0.041441786,0,0.465370327,0.058086312,0,0.310607534,0,0,0.146599765,0.039542772,0,0.407296168,0.097824786,0,0.417971343,0.026643438,0.097132776,0.446867551,0.058687028,0,0.446708648,0.175889776,0.287305504,0.324919443,0.055268893,0.657893129,0.394785904,0.062352962,0.325518522,0.397480568,0.121078965,0.275841807
6748,0.85,0,0.018285335,0.141142964,0.152736188,,0.300392967,0.010713843,0,0.462276623,0.063241131,0,0.37093963,0.07497409,0.623326043,0.254327058,0.214018851,0.28138681,0.519813079,0.047454235,0,0.471011302,0.037886676,0,0.445425796,0.037190698,0,0.433951096,0.041072749,0,0.297386517,0.010943916,0,0.199009868,0.041127899,0,0.392212206,0.064406616,0,0.405890745,0.012303533,0.093446827,0.513950413,0.023107256,0,0.502882676,0.153613242,0.249518072,0.37093963,0.07497409,0.623326043,0.479183343,0.048354348,0.280653865,0.451298468,0.139355239,0.298820805
6749,0.85,0,0.021887382,0.146817131,0.148387112,,0.307642457,0.016135989,0,0.436317003,0.064735752,0,0.319220901,0.067019205,0.586087352,0.271748236,0.21744333,0.279037848,0.559132207,0.010712244,0,0.445010051,0.015116485,0,0.406651112,0.039660326,0,0.437225017,0.024599538,0,0.329940841,0,0,0.178973392,0.040092307,0,0.385844473,0.031376316,0,0.41947153,0,0.081230824,0.509555009,0,0,0.54339508,0.105291574,0.2063378,0.319220901,0.067019205,0.586087352,0.410808743,0.033078941,0.242134005,0.482085028,0.153869993,0.314918668
6750,0.85,0,0.013877288,0.098364632,0.095614165,,0.217003511,0.013606818,0,0.454319704,0.068562793,0,0.380277402,0.059865243,0.50853616,0.216649041,0.208301052,0.250740788,0.51715816,0,0,0.440838703,0,0,0.427943311,0.047704544,0,0.436819487,0.019205666,0,0.278444002,0.010128997,0,0.181584095,0.046573822,0,0.3863303,0.030691668,0,0.445577691,0,0.047859359,0.474866301,0,0,0.50881188,0.078770299,0.179405568,0.380277402,0.059865243,0.50853616,0.38879703,0.032416178,0.232279333,0.461690185,0.154753871,0.315715145
6751,0.85,0.05502331,0.015164999,0.11530616,0.094606655,,0.175642948,0,0,0.377490791,0.083266987,0,0.276984105,0.05852761,0.461297576,0.222572724,0.212126777,0.261191945,0.361606669,0,0,0.336816589,0,0,0.342703313,0.056995897,0,0.330052332,0.010486201,0,0.200310987,0.012587494,0,0.111400822,0.047041097,0,0.280335213,0.029743227,0,0.354755955,0,0.034873607,0.381992894,0,0,0.373308108,0.08074011,0.169776189,0.276984105,0.05852761,0.461297576,0.345401384,0.043819468,0.25362752,0.407855841,0.170006111,0.301496277
6752,0.85,0.167416939,0.01422886,0.120420151,0.086417623,,0.182565042,0,0,0.283822536,0.091143092,0,0.19156176,0.056912241,0.414227536,0.211514838,0.205512748,0.260504162,0.278782351,0,0,0.268102908,0,0,0.260069676,0.051450159,0,0.2761532,0,0,0.188076009,0.015725147,0,0.082724837,0.036870351,0,0.225363763,0.021093645,0,0.278309816,0,0.037281897,0.275226519,0,0,0.309731972,0.085214835,0.157704245,0.19156176,0.056912241,0.414227536,0.275061145,0.053707521,0.278355338,0.305303154,0.165742939,0.303409179
6753,0.85,0.25946193,0.014295576,0.112161181,0.082836624,,0.096457423,0.01407886,0,0.137093777,0.088946157,0,0.110900182,0.061154175,0.422642301,0.114567497,0.188486697,0.232955669,0.166500414,0,0,0.173040783,0,0,0.115292355,0.045889937,0,0.168073798,0,0,0.105613924,0.02107729,0,0.050739408,0.030350701,0,0.140448789,0.034197364,0,0.169009954,0,0.034134831,0.176267102,0,0,0.17642546,0.085541172,0.153532202,0.110900182,0.061154175,0.422642301,0.150575664,0.060115332,0.285118656,0.138757496,0.152566071,0.33947982
6754,0.85,0.34102714,0.023068021,0.110031026,0.076923432,,0.032676248,0.037363948,0,0.030806911,0.082999837,0,0.021755193,0.056815265,0.439187401,0.042306206,0.182584879,0.219481718,0.042710708,0,0,0.039264723,0.018923302,0,0.025989647,0.028031164,0,0.040439898,0.015827935,0,0.033594932,0.025191012,0,0,0.026983936,0,0.030849145,0.065841795,0,0.045962221,0,0.028911597,0.042323889,0,0,0.046038834,0.106534005,0.160284549,0.021755193,0.056815265,0.439187401,0.035586006,0.063578217,0.271508416,0.045112014,0.143235283,0.370151993
6755,0.85,0.375763155,0.038580147,0.100957388,0.06882818,,0,0.018277287,0,0,0.017973611,0,0,0.027804949,0.425187499,0,0.126793332,0.149498243,0,0.011762417,0,0,0,0,0,0,0,0,0,0,0,0.011507386,0,0,0.016112503,0,0,0.040370779,0,0,0,0.016836937,0,0,0,0,0.077524235,0.116732269,0,0.027804949,0.425187499,0,0.020379267,0.115070822,0,0.100894349,0.266944516
6756,0.85,0.354184334,0.047621457,0.092883655,0.060161509,,0,0.037219232,0,0,0.028650025,0,0,0.039371969,0.407944628,0,0.127536357,0.145392142,0,0.026402627,0,0,0,0,0,0.012595183,0,0,0,0,0,0.022139238,0,0,0.020913131,0,0,0.050260822,0,0,0,0.018997199,0,0,0,0,0.096548865,0.137270193,0,0.039371969,0.407944628,0,0.018970395,0.112022922,0,0.107698415,0.312773337
6757,0.85,0.365179272,0.046086218,0.088906266,0.056905152,,0,0.043647262,0,0,0.042083991,0,0,0.044691353,0.440174351,0,0.123881449,0.136625474,0,0.045098899,0,0,0.01063191,0,0,0.02629243,0,0,0,0,0,0.024261038,0,0,0.02422774,0,0,0.044996,0,0,0,0.017609526,0,0,0,0,0.096956288,0.152985009,0,0.044691353,0.440174351,0,0.016815508,0.110188911,0,0.093603262,0.334700704
6758,0.85,0.335286555,0.038762494,0.090649984,0.054092157,,0,0.027848818,0,0,0.043558635,0,0,0.042491339,0.431879477,0,0.156456364,0.177725798,0,0.058113146,0,0,0.016669996,0,0,0.028947828,0,0,0.016273879,0,0,0.014447741,0,0,0.02511626,0,0,0.044825035,0,0,0,0.016491405,0,0,0,0,0.095658054,0.157816822,0,0.042491339,0.431879477,0,0.017928883,0.113847625,0,0.075654799,0.337152494
6759,0.85,0.260527347,0.030302313,0.087205277,0.055072154,,0,0.01433501,0,0,0.027360828,0,0,0.032179567,0.396799108,0,0.150677469,0.185663346,0,0.068356966,0,0,0.018024363,0,0,0.015400807,0,0,0.016444304,0,0,0,0,0,0.029542843,0,0,0.038057868,0,0,0,0.026028213,0,0,0,0,0.096063375,0.15327796,0,0.032179567,0.396799108,0,0.018072574,0.112283475,0,0.061994138,0.331773018
6760,0.85,0.11609628,0.018035728,0.082777586,0.062708908,,0,0.038543738,0,0,0.014949948,0,0,0.028716421,0.396630825,0,0.168501117,0.208901124,0,0.073245219,0,0,0,0,0,0.010322297,0,0,0,0,0,0.012146303,0,0,0.037089709,0,0,0.023360634,0,0,0,0.059439701,0,0,0,0,0.093222995,0.145469405,0,0.028716421,0.396630825,0,0.01635517,0.101344401,0,0.051554068,0.343180906
6761,0.85,0.022006521,0.013203879,0.085930794,0.080416924,,0,0.081745789,0,0,0,0,0,0.024155284,0.392402841,0,0.216460509,0.253349487,0,0.064708582,0,0,0,0,0,0,0,0,0.010578022,0,0,0.035476914,0,0,0.052732286,0,0,0.018981186,0,0,0,0.121501319,0,0,0,0,0.077262954,0.136383262,0,0.024155284,0.392402841,0,0.010102806,0.071359135,0,0.046041262,0.373900173
6762,0.85,0,0.008393991,0.111149871,0.142188368,,0,0.100923828,0,0,0,0,0,0.022225467,0.363172671,0,0.2920288,0.34106151,0,0.070658935,0,0,0,0,0,0,0,0,0.02652743,0,0,0.061732973,0,0,0.074586437,0,0,0.025549988,0,0,0.023225485,0.201933363,0,0,0,0,0.075636468,0.139662514,0,0.022225467,0.363172671,0,0,0.041195602,0,0.046915646,0.440785144
6763,0.85,0,0.014499799,0.188966775,0.219295988,,0,0.090998153,0,0,0,0,0,0.023997664,0.343719543,0,0.37729135,0.451125592,0,0.091066274,0,0,0,0,0,0,0,0,0.030617035,0,0,0.068753259,0,0,0.094309634,0,0,0.027512973,0,0,0.045309904,0.270065157,0,0.014960321,0,0,0.090488667,0.15340764,0,0.023997664,0.343719543,0,0,0.020094454,0,0.047406349,0.459705417
6764,0.85,0,0.029893627,0.275796871,0.313064554,,0,0.086822227,0,0,0,0,0,0.02928833,0.469471796,0,0.436863886,0.552554483,0,0.094020993,0,0,0.011858976,0,0,0,0,0,0.028305011,0,0,0.076822824,0,0,0.101391388,0,0,0.020809798,0,0,0.064547634,0.321477787,0,0.023981844,0,0,0.098319893,0.173323609,0,0.02928833,0.469471796,0,0,0.017316063,0,0.058399392,0.4927961
6765,0.85,0,0.042998721,0.324025511,0.356459868,,0,0.103692887,0,0,0,0,0,0.031500008,0.535103092,0,0.456361546,0.562923558,0,0.08093158,0,0,0,0,0,0,0,0,0.027717778,0,0,0.093078439,0,0,0.10323025,0,0,0.014151908,0,0,0.085437483,0.363200288,0,0.025008283,0,0,0.083035139,0.173203128,0,0.031500008,0.535103092,0,0,0.01428872,0,0.073775662,0.464464806
6766,0.85,0,0.054056385,0.338162687,0.375867952,,0,0.124268404,0,0,0,0,0,0.03189374,0.495456043,0,0.452223615,0.506269331,0,0.062489486,0,0,0,0,0,0,0,0,0.035928728,0,0,0.108967085,0,0,0.119461544,0,0,0.016141829,0,0,0.11172564,0.410064989,0,0.024360676,0,0,0.063020136,0.160014468,0,0.03189374,0.495456043,0,0,0,0,0.086725458,0.437787982
6767,0.85,0,0.065329756,0.364448844,0.405466926,,0,0.10888523,0,0,0,0,0,0.019726696,0.353413457,0,0.601250334,0.695801341,0,0.016982393,0,0,0,0,0,0,0,0,0,0,0,0.098300761,0,0,0.106993169,0,0,0,0,0,0.074656751,0.340224664,0,0,0,0,0.028304415,0.078738991,0,0.019726696,0.353413457,0,0,0,0,0.023448745,0.318954598
6768,0.85,0,0.089777592,0.384321485,0.441094491,,0.07748266,0.171035393,0,0.080844846,0,0,0.042853349,0.02647086,0.484936297,0.057598725,0.56084201,0.511397971,0.093056839,0.014513996,0,0.09564374,0,0,0.080501403,0,0,0.096102325,0.023600603,0,0.074661901,0.152482014,0,0.058256475,0.138069849,0,0.076221496,0.013573326,0,0.086564892,0.094781985,0.335047088,0.091770467,0,0,0.089471079,0.020699558,0.082049282,0.042853349,0.02647086,0.484936297,0.063433931,0,0,0.072347971,0.013352136,0.285184889
6769,0.85,0,0.115324876,0.390082173,0.487663835,,0.19347681,0.14605267,0,0.204032848,0,0,0.129998288,0.032433464,0.628368929,0.159587283,0.469742964,0.294442056,0.246455439,0,0,0.249841443,0,0,0.20275439,0,0,0.25181609,0,0,0.193781479,0.149729415,0,0.161206722,0.19032468,0,0.211331564,0,0,0.228679118,0.085662967,0.264554058,0.233261574,0,0,0.2364779,0.014978435,0.086978032,0.129998288,0.032433464,0.628368929,0.166656545,0,0,0.18516189,0,0.277373603
6770,0.85,0,0.136166534,0.440461345,0.557262276,,0.35757697,0.122032799,0,0.354307815,0,0,0.328875287,0.0475783,0.784804955,0.262578467,0.381270434,0.247313667,0.372983119,0,0,0.398846469,0,0,0.356156709,0,0,0.399644823,0.036751238,0,0.339208315,0.133660771,0,0.322996671,0.322573375,0,0.368255484,0.019412046,0,0.388958624,0.121994672,0.250217125,0.402120201,0,0,0.359059711,0.016258309,0.103703046,0.328875287,0.0475783,0.784804955,0.357622102,0,0,0.287747045,0.015035604,0.245686326
6771,0.85,0,0.161557784,0.516999011,0.617287278,,0.408583598,0.203513618,0,0.479277796,0,0,0.44275655,0.076946292,0.848187582,0.286844721,0.337893194,0.314460394,0.478825489,0.011969633,0,0.497690937,0.058410018,0,0.470541606,0,0,0.498419996,0.086817019,0,0.398637056,0.178318628,0,0.375561455,0.421025093,0,0.468121547,0.05695744,0,0.47816575,0.196544958,0.270805895,0.501181391,0.033649587,0,0.463020583,0.020223787,0.12256878,0.44275655,0.076946292,0.848187582,0.47777485,0,0,0.377972945,0.017837105,0.222288385
6772,0.85,0,0.186981488,0.572037478,0.657913816,,0.379164794,0.257448157,0,0.559787985,0.024511938,0,0.555833436,0.121063647,0.874580082,0.261979709,0.364007942,0.42322656,0.536356266,0.017442362,0,0.553579224,0.100038873,0,0.560302764,0.042315649,0,0.547580326,0.153917422,0,0.396095481,0.210926021,0,0.414950229,0.472791368,0,0.542508494,0.128395387,0,0.513348946,0.265465707,0.320828537,0.552297964,0.054512714,0,0.522978027,0.027380033,0.12688731,0.555833436,0.121063647,0.874580082,0.55510721,0,0,0.48753325,0.014869537,0.204065656
6773,0.85,0,0.211661421,0.610739271,0.698610091,,0.313929324,0.306213398,0,0.558232976,0.073132407,0,0.562288524,0.16640157,0.879245148,0.205472014,0.427839976,0.540583922,0.459405543,0.048523337,0,0.539818273,0.149784944,0,0.566696591,0.095932561,0,0.504667968,0.225310797,0,0.318314271,0.277866222,0,0.356215551,0.507032313,0,0.489054207,0.199472934,0,0.46548968,0.278362119,0.342451055,0.518294245,0.081379427,0,0.473072399,0.039774829,0.117172984,0.562288524,0.16640157,0.879245148,0.532763488,0.038986632,0,0.50096504,0.025167515,0.18334
6774,0.85,0,0.160784789,0.641208593,0.778895984,,0.205350415,0.174098248,0,0.515084322,0.112178122,0,0.490877987,0.198730328,0.874775693,0.147389632,0.489608309,0.63082736,0.391382964,0.050224989,0,0.501974086,0.180745249,0,0.517463749,0.141475833,0,0.478087735,0.264706927,0,0.244161998,0.29774377,0,0.333844206,0.501145621,0,0.445750678,0.256909647,0,0.396228443,0.284504498,0.434441209,0.469350697,0.104271714,0,0.402562461,0.038005183,0.11073006,0.490877987,0.198730328,0.874775693,0.469934332,0.061965301,0,0.388200537,0.025994293,0.153327275
6775,0.85,0.049645493,0.162916925,0.61106066,0.777564855,,0.092975941,0.138314025,0,0.397868122,0.138600536,0,0.341490029,0.212548266,0.867262429,0.083634285,0.560893955,0.511770594,0.314991215,0.050423918,0,0.339894371,0.218456846,0,0.412377372,0.158097927,0,0.323529627,0.32955087,0,0.133389799,0.260704541,0,0.203146243,0.517997932,0,0.291468768,0.264365658,0,0.272116175,0.317524015,0.567167624,0.29414805,0.107065676,0,0.364598428,0.043013224,0.112464618,0.341490029,0.212548266,0.867262429,0.315403405,0.074701342,0.026547343,0.29543464,0.035030365,0.131287724
6776,0.85,0.174527029,0.190645672,0.577191434,0.74887949,,0.045634602,0.147380296,0,0.313451559,0.172543877,0,0.280485408,0.214642531,0.883504329,0.034944131,0.583318048,0.528175599,0.281162211,0.034580142,0,0.292527287,0.213853917,0,0.310378341,0.179965195,0,0.256955902,0.303626616,0,0.078865971,0.155460562,0,0.158379632,0.465828675,0,0.249101297,0.254883938,0,0.19169701,0.265340277,0.553950897,0.278765841,0.077486094,0,0.290803991,0.051463198,0.121044037,0.280485408,0.214642531,0.883504329,0.237939333,0.072611544,0.070999001,0.258866486,0.043545637,0.118675969
6777,0.85,0.313492954,0.232286776,0.513502612,0.690475786,,0,0.093895446,0,0.151542302,0.241537627,0,0.153043912,0.197625061,0.8855,0.012255363,0.682647653,0.733865782,0.166643082,0.014530963,0,0.114393507,0.231173578,0,0.158756312,0.259364976,0,0.081403693,0.254117969,0,0.01164734,0.092273224,0,0.058360518,0.344410473,0,0.080825401,0.227094722,0,0.068440691,0.219952047,0.660093667,0.156049983,0.073337611,0,0.167675161,0.056702173,0.132052288,0.153043912,0.197625061,0.8855,0.152972687,0.099512035,0.11776632,0.123155859,0.038365507,0.111978768
6778,0.85,0.446099133,0.2668568,0.451985709,0.63561214,,0,0.124452874,0,0.028436708,0.285448297,0,0.029703355,0.200047624,0.8855,0,0.808785763,0.822327625,0.039954052,0.019060824,0,0.025108957,0.181630004,0,0.029141992,0.328146376,0,0.020860511,0.118324649,0,0,0.092599906,0,0,0.232518309,0,0.020455291,0.156293735,0,0.013460214,0.221519356,0.836982901,0.031943703,0.079979414,0,0.040165225,0.07171467,0.129863891,0.029703355,0.200047624,0.8855,0.030944706,0.118509767,0.124906801,0.035687874,0.026945144,0.105437363
6779,0.85,0.499501174,0.348602535,0.441120914,0.602092966,,0,0.186253965,0,0,0.25529259,0,0,0.201111317,0.8855,0,0.812379345,0.739015733,0,0.053752308,0,0,0.116177826,0,0,0.329350651,0,0,0.170914635,0,0,0.122636678,0,0,0.148327759,0,0,0.098202096,0,0,0.365048676,0.879737079,0,0.068002367,0,0,0.070300597,0.204855384,0,0.201111317,0.8855,0,0.107320535,0.131799427,0,0,0.110530706
6780,0.85,0.530949381,0.411939452,0.467368462,0.603330259,,0,0.289116837,0,0,0.341697043,0,0,0.227664931,0.8855,0,0.818305316,0.699126582,0,0,0,0,0.096588094,0,0,0.375765866,0,0,0.167206406,0,0,0.164149619,0,0,0.129729872,0,0,0.102410434,0,0,0.410946082,0.868693412,0,0.054394529,0,0,0.033721364,0.31846212,0,0.227664931,0.8855,0,0.117016778,0.090417969,0,0,0.119772636
6781,0.85,0.523374153,0.43238947,0.497278801,0.600873172,,0,0.316429627,0,0,0.286278117,0,0,0.200344937,0.8855,0,0.78471213,0.686831291,0,0,0,0,0.099786509,0,0,0.310871956,0,0,0.209698068,0,0,0.166446399,0,0,0.094876121,0,0,0.075071228,0,0,0.445844893,0.821996126,0,0.037599444,0,0,0.034933509,0.438881207,0,0.200344937,0.8855,0,0.071881556,0.093565904,0,0,0.101090103
6782,0.85,0.427126661,0.424200745,0.524569434,0.598095705,,0,0.162845658,0,0,0.189428051,0,0,0.159579897,0.8855,0,0.646365989,0.680785563,0,0.046014845,0,0,0.149070156,0,0,0.211877683,0,0,0.271012229,0,0,0.12751743,0,0,0.072863865,0,0,0.086335554,0,0,0.482629996,0.73681197,0,0.053309062,0,0,0.062651982,0.521645413,0,0.159579897,0.8855,0,0.043762019,0.113086553,0,0,0.089130631
6783,0.85,0.299459604,0.375794948,0.525696111,0.570225095,,0,0.121394899,0,0,0.170016641,0,0,0.126851339,0.8855,0,0.676791643,0.738648181,0,0.090730328,0,0,0.198435814,0,0,0.155042214,0,0,0.276325628,0,0,0.10525,0,0,0.059276686,0,0,0.118948006,0,0,0.461238492,0.795875037,0,0.079870695,0,0,0.104323805,0.588416024,0,0.126851339,0.8855,0,0.055559773,0.188221973,0,0,0.095202762
6784,0.85,0.173577073,0.321269277,0.529762084,0.556404333,,0,0.112743187,0,0,0.226295763,0,0,0.108645312,0.839516577,0,0.723575958,0.76356542,0,0.207809462,0,0,0.194152471,0,0,0.164088707,0,0,0.279288638,0,0,0.105999733,0,0,0.052765447,0,0,0.150918908,0,0,0.46853185,0.841481193,0,0.13594502,0,0,0.155279284,0.594602247,0,0.108645312,0.839516577,0,0.072631394,0.24720657,0,0.030099265,0.133879283
6785,0.85,0.03635054,0.280226151,0.52215747,0.540764203,,0,0.083462623,0,0,0.213151338,0,0,0.107584396,0.46988838,0,0.670506726,0.681111585,0,0.376041075,0,0,0.205275482,0,0,0.172288671,0,0,0.251447042,0,0,0.061575641,0,0,0.047285449,0,0,0.17999046,0,0,0.4193254,0.808023362,0,0.191948406,0,0,0.21184425,0.588677166,0,0.107584396,0.46988838,0,0.078041437,0.266075241,0,0.0306169,0.1893382
6786,0.85,0,0.113973399,0.41915399,0.478363774,,0,0.071803683,0,0,0.197223358,0,0,0.100596232,0.863447797,0,0.60709331,0.652356163,0,0.524636238,0,0,0.166184807,0,0,0.134183584,0,0,0.141546864,0,0,0.030011225,0,0,0.029462766,0,0,0.117691328,0,0,0.303681718,0.716431811,0,0.213908439,0,0,0.283161259,0.588370753,0,0.100596232,0.863447797,0,0.067254635,0.23990656,0,0.01453041,0.263287022
6787,0.85,0,0.144394036,0.449268495,0.490649035,,0,0.030779569,0,0,0.142983587,0,0,0.093776708,0.8855,0,0.540854653,0.610886673,0,0.520019603,0,0,0.148138787,0,0,0.079328082,0,0,0.097374237,0,0,0.018835207,0,0,0.038970586,0,0,0.090498186,0,0,0.242090225,0.620706841,0,0.214466197,0,0,0.350279194,0.598166786,0,0.093776708,0.8855,0,0.051278715,0.188251796,0,0,0.324633891
6788,0.85,0,0.159710482,0.461041764,0.506348619,,0,0,0,0,0.087005736,0,0,0.095385997,0.8855,0,0.433986655,0.603851321,0,0.528286375,0,0,0.120808856,0,0,0.044361846,0,0,0.115000348,0,0,0.01614375,0,0,0.05346303,0,0,0.093919652,0,0,0.219155059,0.507218808,0,0.195694185,0,0,0.391645646,0.611694868,0,0.095385997,0.8855,0,0.037932131,0.122612538,0,0,0.360015095
6789,0.85,0,0.167891223,0.46223631,0.524940029,,0,0,0,0,0.036246527,0,0,0.095792973,0.8855,0,0.38863662,0.640114778,0,0.474022164,0,0,0.116996641,0,0,0.045382481,0,0,0.130591235,0,0,0,0,0,0.054111048,0,0,0.09698357,0,0,0.187883996,0.471334021,0,0.168277349,0,0,0.370805489,0.632254904,0,0.095792973,0.8855,0,0.045395397,0.07563429,0,0.01500469,0.38923835
6790,0.85,0,0.168117227,0.451461994,0.5505413,,0,0,0,0,0.033592143,0,0,0.09976046,0.810083702,0,0.405079382,0.657354986,0,0.51556079,0,0,0.10946648,0,0,0.081159258,0,0,0.083884161,0,0,0,0,0,0.04818148,0,0,0.063660976,0,0,0.120912136,0.459353734,0,0.174112811,0,0,0.385356316,0.630775401,0,0.09976046,0.810083702,0,0.071168752,0.052999021,0,0.06989932,0.450010324
6791,0.85,0,0.146998372,0.407139767,0.533267621,,0,0,0,0,0,0,0,0.133653929,0.597523706,0,0.320565812,0.525456561,0,0.380215757,0,0,0,0,0,0.088247299,0,0,0,0,0,0,0,0,0.057453565,0,0,0,0,0,0.017815078,0.281437395,0,0.115551852,0,0,0.283519121,0.494109597,0,0.133653929,0.597523706,0,0.06065467,0,0,0.050281331,0.527020476
6792,0.85,0,0.13128372,0.383926788,0.524493863,,0.025387909,0,0,0.020398498,0.056635212,0,0,0.139070689,0.509205616,0.035901746,0.346443794,0.545254355,0,0.257453164,0,0,0,0,0.013171818,0.246366698,0,0,0,0,0.028853088,0,0,0.028111897,0.041970805,0,0,0,0,0.017416003,0.016288534,0.325897733,0,0.058992061,0,0,0.270480289,0.487687556,0,0.139070689,0.509205616,0.01198292,0.065042065,0,0.018656168,0.10262276,0.623099026
