bus,name,region,base_kv,volt_class,type,area,area_name,zone,vm_pu,va_deg,vmax_pu,vmin_pu,in_service,lat,lon
40151,죽림_154,충청북도,154.0,154kV,PQ,3,충청,11,0.99305,-20.6279,1.05,0.95,1,36.60663,127.4432
70106,죽림_D23,충청북도,22.9,22.9kV,PQ,3,충청,11,0.99615,-23.8549,1.05,0.95,1,36.60663,127.4432
40152,창녕_154,경상남도,154.0,154kV,PQ,5,영남,16,0.9918,-11.0833,1.05,0.95,1,35.4448,128.53159
70107,창녕_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,0.99755,-14.2391,1.05,0.95,1,35.4448,128.53159
40153,강창_154,대구광역시,154.0,154kV,PQ,5,영남,3,1.00447,-13.1142,1.05,0.95,1,35.8449,128.47341
70108,강창_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,0.99978,-15.446,1.05,0.95,1,35.8449,128.47341
40154,칠서_154,경상남도,154.0,154kV,PQ,5,영남,16,0.99378,-8.9156,1.05,0.95,1,35.35799,128.48865
70109,칠서_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.00097,-11.8868,1.05,0.95,1,35.35799,128.48865
40155,다산_154,대구광역시,154.0,154kV,PQ,5,영남,3,1.00308,-11.5635,1.05,0.95,1,35.78575,128.39067
70110,다산_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,0.99883,-13.7046,1.05,0.95,1,35.78575,128.39067
40156,유가_154,대구광역시,154.0,154kV,PQ,5,영남,3,0.9971,-12.0968,1.05,0.95,1,35.65746,128.45519
70111,유가_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,1.00351,-13.9727,1.05,0.95,1,35.65746,128.45519
40157,밀양T1_154,경상남도,154.0,154kV,PQ,5,영남,16,0.99514,-11.6177,1.05,0.95,1,35.56542,128.501
70112,밀양T1_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,1.00422,-15.1514,1.05,0.95,1,35.56542,128.501
40158,논공_154,대구광역시,154.0,154kV,PQ,5,영남,3,0.99991,-11.7444,1.05,0.95,1,35.72921,128.46352
70113,논공_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,0.99636,-13.5818,1.05,0.95,1,35.72921,128.46352
40159,달성_154,대구광역시,154.0,154kV,PQ,5,영남,3,1.00394,-13.0894,1.05,0.95,1,35.81015,128.51051
70114,달성_D23,대구광역시,22.9,22.9kV,PQ,5,영남,3,0.99711,-16.1034,1.05,0.95,1,35.81015,128.51051
20049,신포천_345,경기도,345.0,345kV,PQ,1,수도권,9,0.97722,-28.416,1.05,0.95,1,37.95093,127.16185
40160,신포천_154,경기도,154.0,154kV,PQ,1,수도권,9,0.99645,-30.0477,1.05,0.95,1,37.95093,127.16185
60049,신포천_T23,경기도,23.0,23kV,PQ,1,수도권,9,0.97303,-29.1067,1.05,0.95,1,37.95093,127.16185
40161,마석_154,경기도,154.0,154kV,PQ,1,수도권,9,0.9969,-28.5997,1.05,0.95,1,37.65693,127.34655
70115,마석_D23,경기도,22.9,22.9kV,PQ,1,수도권,9,1.00292,-32.8999,1.05,0.95,1,37.65693,127.34655
40162,원창_154,인천광역시,154.0,154kV,PQ,1,수도권,4,0.9947,-35.2898,1.05,0.95,1,37.51991,126.64997
70116,원창_D23,인천광역시,22.9,22.9kV,PQ,1,수도권,4,1.00019,-37.5591,1.05,0.95,1,37.51991,126.64997
40163,양산_154,경상남도,154.0,154kV,PQ,5,영남,16,0.99295,-16.8097,1.05,0.95,1,35.36126,129.03656
70117,양산_D23,경상남도,22.9,22.9kV,PQ,5,영남,16,0.99919,-19.9035,1.05,0.95,1,35.36126,129.03656
40164,미남_154,부산광역시,154.0,154kV,PQ,5,영남,2,1.00332,-16.5855,1.05,0.95,1,35.19483,129.05348
70118,미남_D23,부산광역시,22.9,22.9kV,PQ,5,영남,2,0.99894,-19.6929,1.05,0.95,1,35.19483,129.05348
40165,기장_154,부산광역시,154.0,154kV,PQ,5,영남,2,0.99984,-13.4288,1.05,0.95,1,35.24891,129.20831
70119,기장_D23,부산광역시,22.9,22.9kV,PQ,5,영남,2,0.99544,-16.5405,1.05,0.95,1,35.24891,129.20831
40166,남광주_154,광주광역시,154.0,154kV,PQ,4,호남,5,1.00196,2.9791,1.05,0.95,1,35.11524,126.90066
70120,남광주_D23,광주광역시,22.9,22.9kV,PQ,4,호남,5,0.99747,0.7311,1.05,0.95,1,35.11524,126.90066
40167,칠곡_154,경상북도,154.0,154kV,PQ,5,영남,15,1.00298,-12.9613,1.05,0.95,1,35.97095,128.42215
70121,칠곡_D23,경상북도,22.9,22.9kV,PQ,5,영남,15,1.00022,-15.9226,1.05,0.95,1,35.97095,128.42215
40168,영광_154,전라남도,154.0,154kV,PQ,4,호남,14,1.00747,4.7827,1.05,0.95,1,35.28185,126.48103
70122,영광_D23,전라남도,22.9,22.9kV,PQ,4,호남,14,0.99935,1.1288,1.05,0.95,1,35.28185,126.48103
