bus,id,name,p_mw,q_mvar,vset_pu,q_max_mvar,q_min_mvar,p_max_mw,p_min_mw,mbase_mva,reg_bus,is_slack,in_service
80000,1,고리#1,1011.0,118.89,1.05,454.95,-252.75,1011.0,505.5,1175.6,0,0,1
80001,1,고리#2,991.76,119.01,1.03071,455.4,-253.0,1012.0,506.0,1176.7,0,0,0
80002,1,신고리#1,996.0,117.13,1.04411,448.2,-249.0,996.0,498.0,1158.1,0,0,1
80003,1,신고리#2,996.0,117.13,1.04411,448.2,-249.0,996.0,498.0,1158.1,0,0,1
80004,1,새울#1,1416.0,166.52,1.0427,637.2,-354.0,1416.0,708.0,1646.5,0,0,1
80005,1,새울#2,1418.0,166.76,1.0427,638.1,-354.5,1418.0,709.0,1648.8,0,0,1
80006,1,한빛#1,960.0,112.9,1.04856,432.0,-240.0,960.0,480.0,1116.3,0,0,1
80007,1,한빛#2,958.0,112.66,1.04856,431.1,-239.5,958.0,479.0,1114.0,0,0,1
80008,1,한빛#3,997.0,117.25,1.04856,448.65,-249.25,997.0,498.5,1159.3,0,0,1
80009,1,한빛#4,997.0,117.25,1.04856,448.65,-249.25,997.0,498.5,1159.3,0,0,1
80010,1,한빛#5,997.0,117.25,1.04856,448.65,-249.25,997.0,498.5,1159.3,0,0,1
80011,1,한빛#6,975.1,117.01,1.03302,447.75,-248.75,995.0,497.5,1157.0,0,0,0
80012,1,한울#1,960.0,112.9,1.05,432.0,-240.0,960.0,480.0,1116.3,0,0,1
80013,1,한울#2,962.0,113.13,1.05,432.9,-240.5,962.0,481.0,1118.6,0,0,1
80014,1,한울#3,994.0,116.89,1.05,447.3,-248.5,994.0,497.0,1155.8,0,0,1
80015,1,한울#4,998.0,117.36,1.05,449.1,-249.5,998.0,499.0,1160.5,0,0,1
80016,1,한울#5,996.0,117.13,1.05,448.2,-249.0,996.0,498.0,1158.1,0,0,1
80017,1,한울#6,976.08,117.13,1.02114,448.2,-249.0,996.0,498.0,1158.1,0,0,0
80018,1,신한울#1,1340.0,157.58,1.05,603.0,-335.0,1340.0,670.0,1558.1,0,0,1
80019,1,신한울#2,1340.0,157.58,1.05,603.0,-335.0,1340.0,670.0,1558.1,0,0,1
80020,1,월성#1,655.0,77.03,1.05,294.75,-163.75,655.0,327.5,761.6,0,0,1
80021,1,월성#2,684.0,80.44,1.05,307.8,-171.0,684.0,342.0,795.3,0,0,1
80022,1,월성#3,674.24,80.91,1.03199,309.6,-172.0,688.0,344.0,800.0,0,0,0
80023,1,신월성#1,991.0,116.54,1.04012,445.95,-247.75,991.0,495.5,1152.3,0,0,1
80024,1,신월성#2,960.0,112.9,1.04012,432.0,-240.0,960.0,480.0,1116.3,0,0,1
80025,1,당진화력#1,500.0,39.0,1.04553,225.0,-150.0,500.0,200.0,581.4,0,0,1
80026,1,당진화력#2,500.0,39.0,1.04553,225.0,-150.0,500.0,200.0,581.4,0,0,1
80027,1,당진화력#3,500.0,39.0,1.01149,225.0,-150.0,500.0,200.0,581.4,0,0,1
80028,1,당진화력#4,500.0,39.0,1.04553,225.0,-150.0,500.0,200.0,581.4,0,0,1
80029,1,당진화력#5,500.0,39.0,1.04553,225.0,-150.0,500.0,200.0,581.4,0,0,1
80030,1,당진화력#6,500.0,39.0,1.04553,225.0,-150.0,500.0,200.0,581.4,0,0,1
80031,1,당진화력#7,500.0,39.0,1.04553,225.0,-150.0,500.0,200.0,581.4,0,0,1
80032,1,당진화력#8,500.0,39.0,1.04553,225.0,-150.0,500.0,200.0,581.4,0,0,1
80033,1,당진화력#9,663.0,79.56,1.03,459.0,-306.0,1020.0,408.0,1186.0,0,1,1
80034,1,당진화력#10,1020.0,79.56,1.04553,459.0,-306.0,1020.0,408.0,1186.0,0,0,1
80035,1,태안화력#1,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80036,1,태안화력#2,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80037,1,태안화력#3,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80038,1,태안화력#4,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80039,1,태안화력#5,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80040,1,태안화력#6,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80041,1,태안화력#7,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80042,1,태안화력#8,500.0,39.0,1.03762,225.0,-150.0,500.0,200.0,581.4,0,0,1
80043,1,태안화력#9,1050.0,81.9,1.03762,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80044,1,태안화력#10,1050.0,81.9,1.03762,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80045,1,하동화력#1,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80046,1,하동화력#2,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80047,1,하동화력#3,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80048,1,하동화력#4,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80049,1,하동화력#5,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80050,1,하동화력#6,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80051,1,하동화력#7,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80052,1,하동화력#8,500.0,39.0,1.03855,225.0,-150.0,500.0,200.0,581.4,0,0,1
80053,1,영흥화력#1,800.0,62.4,1.02491,360.0,-240.0,800.0,320.0,930.2,0,0,1
80054,1,영흥화력#2,800.0,62.4,1.02491,360.0,-240.0,800.0,320.0,930.2,0,0,1
80055,1,영흥화력#3,870.0,67.86,1.03446,391.5,-261.0,870.0,348.0,1011.6,0,0,1
80056,1,영흥화력#4,870.0,67.86,1.03446,391.5,-261.0,870.0,348.0,1011.6,0,0,1
80057,1,영흥화력#5,870.0,67.86,1.00654,391.5,-261.0,870.0,348.0,1011.6,0,0,1
80058,1,영흥화력#6,870.0,67.86,1.03446,391.5,-261.0,870.0,348.0,1011.6,0,0,1
80059,1,보령화력#1,500.0,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80060,1,보령화력#2,325.0,39.0,1.00675,225.0,-150.0,500.0,200.0,581.4,0,0,0
80061,1,보령화력#3,500.0,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80062,1,보령화력#4,500.0,39.0,1.04754,225.0,-150.0,500.0,200.0,581.4,0,0,1
80063,1,보령화력#5,500.0,39.0,1.0127,225.0,-150.0,500.0,200.0,581.4,0,0,1
80064,1,보령화력#6,325.0,39.0,1.00675,225.0,-150.0,500.0,200.0,581.4,0,0,0
80065,1,신보령#1,1000.0,78.0,1.05,450.0,-300.0,1000.0,400.0,1162.8,0,0,1
80066,1,신보령#2,1000.0,78.0,1.05,450.0,-300.0,1000.0,400.0,1162.8,0,0,1
80067,1,삼천포#1,560.0,43.68,1.05,252.0,-168.0,560.0,224.0,651.2,0,0,1
80068,1,삼천포#2,560.0,43.68,1.05,252.0,-168.0,560.0,224.0,651.2,0,0,1
80069,1,삼천포#3,500.0,39.0,1.05,225.0,-150.0,500.0,200.0,581.4,0,0,1
80070,1,삼천포#4,500.0,39.0,1.05,225.0,-150.0,500.0,200.0,581.4,0,0,1
80071,1,신서천#1,1000.0,78.0,1.05,450.0,-300.0,1000.0,400.0,1162.8,0,0,1
80072,1,동해화력#1,130.0,15.6,0.99918,90.0,-60.0,200.0,80.0,232.6,0,0,0
80073,1,동해화력#2,130.0,15.6,0.99918,90.0,-60.0,200.0,80.0,232.6,0,0,0
80074,1,북평#1,595.0,46.41,1.05,267.75,-178.5,595.0,238.0,691.9,0,0,1
80075,1,북평#2,595.0,46.41,1.05,267.75,-178.5,595.0,238.0,691.9,0,0,1
80076,1,고성하이#1,1040.0,81.12,1.038,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80077,1,고성하이#2,1040.0,81.12,1.038,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80078,1,강릉안인#1,1040.0,81.12,1.03985,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80079,1,강릉안인#2,1040.0,81.12,1.03985,468.0,-312.0,1040.0,416.0,1209.3,0,0,1
80080,1,삼척그린파워#1,1022.0,36.79,1.05,459.9,-306.6,1022.0,408.8,1188.4,0,0,1
80081,1,삼척그린파워#2,1022.0,36.79,1.05,459.9,-306.6,1022.0,408.8,1188.4,0,0,1
80082,1,삼척블루파워#1,1050.0,37.8,1.05,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80083,1,삼척블루파워#2,1050.0,37.8,1.05,472.5,-315.0,1050.0,420.0,1220.9,0,0,1
80084,1,평택화력#1,153.31,21.86,0.96978,175.0,-105.0,350.0,105.0,407.0,0,0,0
80085,1,평택화력#2,153.31,21.86,0.96978,175.0,-105.0,350.0,105.0,407.0,0,0,0
80086,1,평택화력#3,153.31,21.86,0.96978,175.0,-105.0,350.0,105.0,407.0,0,0,0
80087,1,평택화력#4,153.31,21.86,0.96978,175.0,-105.0,350.0,105.0,407.0,0,0,0
80088,1,평택화력#5,210.25,29.97,0.96978,240.0,-144.0,480.0,144.0,558.1,0,0,0
80089,1,평택화력#6,169.95,24.23,0.96978,194.0,-116.4,388.0,116.4,451.2,0,0,0
80090,1,서인천복합#1,197.11,28.1,0.99061,225.0,-135.0,450.0,135.0,523.3,0,0,0
80091,1,서인천복합#2,197.11,28.1,0.99061,225.0,-135.0,450.0,135.0,523.3,0,0,0
80092,1,서인천복합#3,197.11,28.1,0.99061,225.0,-135.0,450.0,135.0,523.3,0,0,0
80093,1,서인천복합#4,197.11,28.1,0.99061,225.0,-135.0,450.0,135.0,523.3,0,0,0
80094,1,신인천복합#1,197.11,28.1,0.9906,225.0,-135.0,450.0,135.0,523.3,0,0,0
80095,1,신인천복합#2,197.11,28.1,0.9906,225.0,-135.0,450.0,135.0,523.3,0,0,0
80096,1,신인천복합#3,197.11,28.1,0.9906,225.0,-135.0,450.0,135.0,523.3,0,0,0
80097,1,신인천복합#4,197.11,28.1,0.9906,225.0,-135.0,450.0,135.0,523.3,0,0,0
80098,1,인천복합#1,197.11,28.1,0.99057,225.0,-135.0,450.0,135.0,523.3,0,0,0
80099,1,인천복합#2,197.11,28.1,0.99057,225.0,-135.0,450.0,135.0,523.3,0,0,0
80100,1,인천복합#3,197.11,28.1,0.99057,225.0,-135.0,450.0,135.0,523.3,0,0,0
80101,1,인천복합#4,197.11,28.1,0.99057,225.0,-135.0,450.0,135.0,523.3,0,0,0
80102,1,인천복합#5,197.11,28.1,0.99057,225.0,-135.0,450.0,135.0,523.3,0,0,0
80103,1,인천복합#6,197.11,28.1,0.99057,225.0,-135.0,450.0,135.0,523.3,0,0,0
80104,1,인천복합#7,197.11,28.1,0.99057,225.0,-135.0,450.0,135.0,523.3,0,0,0
80105,1,보령복합#1,964.27,84.3,0.98718,675.0,-405.0,1350.0,405.0,1569.8,0,0,1
80106,1,보령복합#2,591.33,84.3,0.98508,675.0,-405.0,1350.0,405.0,1569.8,0,0,0
80107,1,보령복합#3,591.33,84.3,0.98508,675.0,-405.0,1350.0,405.0,1569.8,0,0,0
80108,1,분당복합#1,205.0,29.22,0.99455,234.0,-140.4,468.0,140.4,544.2,0,0,0
80109,1,분당복합#2,205.0,29.22,0.99455,234.0,-140.4,468.0,140.4,544.2,0,0,0
80110,1,일산복합#1,199.74,28.48,0.99288,228.0,-136.8,456.0,136.8,530.2,0,0,0
80111,1,일산복합#2,199.74,28.48,0.99288,228.0,-136.8,456.0,136.8,530.2,0,0,0
80112,1,울산화력#1,175.21,24.98,1.0203,200.0,-120.0,400.0,120.0,465.1,0,0,0
80113,1,울산화력#2,175.21,24.98,1.0203,200.0,-120.0,400.0,120.0,465.1,0,0,0
80114,1,울산화력#3,175.21,24.98,1.0203,200.0,-120.0,400.0,120.0,465.1,0,0,0
80115,1,울산화력#4,226.9,32.35,1.0203,259.0,-155.4,518.0,155.4,602.3,0,0,0
80116,1,울산화력#5,226.9,32.35,1.0203,259.0,-155.4,518.0,155.4,602.3,0,0,0
80117,1,울산화력#6,226.9,32.35,1.0203,259.0,-155.4,518.0,155.4,602.3,0,0,0
80118,1,군산복합#1,314.5,44.84,0.99961,359.0,-215.4,718.0,215.4,834.9,0,0,0
80119,1,영남복합#1,208.5,29.73,1.02031,238.0,-142.8,476.0,142.8,553.5,0,0,0
80120,1,통영에코#1,221.64,31.6,1.02365,253.0,-151.8,506.0,151.8,588.4,0,0,0
80121,1,통영에코#2,221.64,31.6,1.02365,253.0,-151.8,506.0,151.8,588.4,0,0,0
80122,1,율촌복합#1,240.91,34.35,1.02277,275.0,-165.0,550.0,165.0,639.5,0,0,0
80123,1,율촌복합#2,240.91,34.35,1.02277,275.0,-165.0,550.0,165.0,639.5,0,0,0
80124,1,당진복합#1,262.82,37.47,0.9701,300.0,-180.0,600.0,180.0,697.7,0,0,0
80125,1,당진복합#2,262.82,37.47,0.9701,300.0,-180.0,600.0,180.0,697.7,0,0,0
80126,1,당진복합#3,262.82,37.47,0.9701,300.0,-180.0,600.0,180.0,697.7,0,0,0
80127,1,당진복합#4,265.44,37.84,0.9701,303.0,-181.8,606.0,181.8,704.7,0,0,0
80128,1,포천복합#1,317.57,45.27,0.97724,362.5,-217.5,725.0,217.5,843.0,0,0,0
80129,1,포천복합#2,317.57,45.27,0.97724,362.5,-217.5,725.0,217.5,843.0,0,0,0
80130,1,동두천복합#1,375.83,53.58,0.97729,429.0,-257.4,858.0,257.4,997.7,0,0,0
80131,1,동두천복합#2,375.83,53.58,0.97729,429.0,-257.4,858.0,257.4,997.7,0,0,0
80132,1,파주복합#1,394.22,56.2,0.98305,450.0,-270.0,900.0,270.0,1046.5,0,0,0
80133,1,파주복합#2,394.22,56.2,0.98305,450.0,-270.0,900.0,270.0,1046.5,0,0,0
80134,1,여주복합#1,416.12,59.32,0.98122,475.0,-285.0,950.0,285.0,1104.7,0,0,0
80135,1,안양복합#1,211.13,30.1,0.99276,241.0,-144.6,482.0,144.6,560.5,0,0,0
80136,1,안양복합#2,211.13,30.1,0.99276,241.0,-144.6,482.0,144.6,560.5,0,0,0
80137,1,부천복합#1,197.11,28.1,0.99361,225.0,-135.0,450.0,135.0,523.3,0,0,0
80138,1,부산복합#1,262.82,37.47,1.03249,300.0,-180.0,600.0,180.0,697.7,0,0,0
80139,1,부산복합#2,262.82,37.47,1.03249,300.0,-180.0,600.0,180.0,697.7,0,0,0
80140,1,부산복합#3,262.82,37.47,1.03249,300.0,-180.0,600.0,180.0,697.7,0,0,0
80141,1,영월복합#1,371.45,52.95,0.99644,424.0,-254.4,848.0,254.4,986.0,0,0,0
80142,1,대구복합#1,87.61,12.49,1.00493,100.0,-60.0,200.0,60.0,232.6,0,0,0
80143,1,청주복합#1,87.61,12.49,0.99273,100.0,-60.0,200.0,60.0,232.6,0,0,0
80144,1,광양#1,108.19,15.42,1.02288,123.5,-74.1,247.0,74.1,287.2,0,0,0
80145,1,광양#2,108.63,15.49,1.02288,124.0,-74.4,248.0,74.4,288.4,0,0,0
80146,1,광양#3,108.19,15.42,1.02288,123.5,-74.1,247.0,74.1,287.2,0,0,0
80147,1,광양#4,108.19,15.42,1.02288,123.5,-74.1,247.0,74.1,287.2,0,0,0
80148,1,서울복합#1,175.21,24.98,0.98692,200.0,-120.0,400.0,120.0,465.1,0,0,0
80149,1,서울복합#2,175.21,24.98,0.98692,200.0,-120.0,400.0,120.0,465.1,0,0,0
80150,1,오성복합#1,182.66,26.04,0.99485,208.5,-125.1,417.0,125.1,484.9,0,0,0
80151,1,오성복합#2,182.22,25.98,0.99485,208.0,-124.8,416.0,124.8,483.7,0,0,0
80152,1,안산복합#1,182.66,26.04,0.98812,208.5,-125.1,417.0,125.1,484.9,0,0,0
80153,1,안산복합#2,182.66,26.04,0.98812,208.5,-125.1,417.0,125.1,484.9,0,0,0
80154,1,동탄복합#1,175.21,24.98,0.97558,200.0,-120.0,400.0,120.0,465.1,0,0,0
80155,1,동탄복합#2,175.21,24.98,0.97558,200.0,-120.0,400.0,120.0,465.1,0,0,0
80156,1,화성복합#1,105.13,14.99,0.97555,120.0,-72.0,240.0,72.0,279.1,0,0,0
80157,1,화성복합#2,105.13,14.99,0.97555,120.0,-72.0,240.0,72.0,279.1,0,0,0
80158,1,세종복합#1,116.08,16.55,0.98045,132.5,-79.5,265.0,79.5,308.1,0,0,0
80159,1,세종복합#2,116.08,16.55,0.98045,132.5,-79.5,265.0,79.5,308.1,0,0,0
80160,1,대산복합#1,175.21,24.98,0.98402,200.0,-120.0,400.0,120.0,465.1,0,0,0
80161,1,대산복합#2,175.21,24.98,0.98402,200.0,-120.0,400.0,120.0,465.1,0,0,0
80162,1,대산복합#3,180.47,25.73,0.98402,206.0,-123.6,412.0,123.6,479.1,0,0,0
80163,1,위례복합#1,197.11,28.1,0.99441,225.0,-135.0,450.0,135.0,523.3,0,0,0
80164,1,미사복합#1,122.65,17.49,0.99421,140.0,-84.0,280.0,84.0,325.6,0,0,0
80165,1,청라복합#1,87.61,12.49,0.99477,100.0,-60.0,200.0,60.0,232.6,0,0,0
80166,1,판교복합#1,67.46,9.62,0.99268,77.0,-46.2,154.0,46.2,179.1,0,0,0
80167,1,광교복합#1,63.51,9.06,0.99264,72.5,-43.5,145.0,43.5,168.6,0,0,0
80168,1,별내복합#1,56.94,8.12,0.99498,65.0,-39.0,130.0,39.0,151.2,0,0,0
80169,1,삼송복합#1,54.32,7.74,0.99378,62.0,-37.2,124.0,37.2,144.2,0,0,0
