Time_Index,h2_demand_N,h2_demand_NE,h2_demand_SE,h2_demand_S,Demand_Zero,Demand_Hydrogen,Demand_Ammonia,Demand_Biomethane,Demand_Gasoline,Demand_BioDiesel,Demand_GreenDiesel,Demand_Jetfuel,Demand_Ethanol,Demand_Charcoal,elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N
1045,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36584.67216,11361.91018,18540.37368,7109.423003
1046,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36431.81672,11320.02951,19618.39269,7300.740723
1047,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35691.94275,10842.99572,22688.9145,7235.311677
1048,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34954.02212,12755.56913,22836.34143,6937.136949
1049,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34287.37288,13817.47034,24120.08738,7296.310111
1050,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34656.80432,16237.2989,23045.49456,8170.443017
1051,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36901.54014,17543.3507,24512.04641,8840.480946
1052,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37265.09958,18883.95328,22848.92335,8161.544969
1053,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34881.83645,18849.95767,23621.81884,7508.792433
1054,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33944.40883,18460.0081,23795.90944,6956.541709
1055,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,30699.62878,18468.17527,23235.11021,6995.157415
1056,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,27380.96724,17442.31398,22701.71168,6620.270699
1057,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,25175.64652,15340.40048,22234.97929,6207.770301
1058,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24589.94254,12762.29752,22030.34846,6185.064871
1059,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24518.62623,10860.88873,21721.87908,6165.229841
1060,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24301.34856,10207.27945,21666.12541,6161.422345
1061,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24169.37597,10930.18976,21286.07774,6151.402108
1062,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24332.44127,13131.85536,21201.65367,6127.52022
1063,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,25083.10002,15816.18794,21777.71607,6206.271142
1064,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,30069.94225,14052.64571,22920.94206,6687.283214
1065,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33623.75496,13516.73697,22320.74943,7007.653639
1066,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35647.35933,11944.87132,22060.06041,7120.075076
1067,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37001.31509,12188.91814,21369.12795,7497.223614
1068,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37611.94734,12008.60668,20786.6387,7483.486974
1069,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37785.00991,11581.46556,18293.74657,7430.820647
1070,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37087.56739,12033.58878,19830.5693,7437.277595
1071,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36249.52746,12158.13357,22003.49532,7365.014631
1072,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35935.39136,13772.07233,21659.43766,7067.303121
1073,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35416.34641,15647.71313,21155.42969,6958.784149
1074,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34714.29055,17194.76997,20575.089,8739.309502
1075,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35679.52503,18309.34671,22785.26977,10476.63542
1076,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34844.19302,18627.22348,23620.10574,9326.732808
1077,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33381.12881,18734.58356,23887.29304,7168.633493
1078,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,32602.28989,18711.31428,23745.38633,6114.913522
1079,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,30184.40766,18324.473,23328.90823,6126.651929
1080,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,27878.93969,16447.68259,22736.68197,6133.651559
1081,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,25369.59194,14342.02404,22160.60667,6115.422286
1082,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24267.96514,11883.71932,22212.25168,5955.962911
1083,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,23206.26849,10502.81792,22289.77076,5830.8776
1084,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,22669.51274,10152.03671,22014.7143,5749.486918
1085,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,22600.74566,10370.00521,21578.14321,5577.609814
1086,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,22859.69721,10553.14888,21466.21131,5560.201348
1087,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,23385.55139,10444.97671,22105.74477,5684.226491
1088,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,26663.7987,8226.874007,23065.45661,6103.46293
1089,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,30320.0384,8658.882579,20693.78799,6313.520625
1090,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33323.49485,9213.242514,17264.9383,6551.35589
1091,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35413.87305,9843.142211,14998.97906,6724.823247
1092,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35973.25638,10413.32566,14009.56023,6795.406803
1093,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36061.49895,10222.74629,13286.8982,6796.721838
1094,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35339.12218,10136.91344,13559.55414,6731.008853
1095,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33887.70015,10292.56521,14918.54066,6637.53768
1096,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33135.14795,9615.664494,17427.40917,6563.504216
1097,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,31918.05961,11364.9036,19637.79925,6611.047042
1098,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,31885.01456,13598.23536,21659.45056,7477.562048
1099,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35139.63117,15612.60821,22657.4468,8323.741012
1100,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34384.74834,15050.02469,23129.52284,7359.56746
1101,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,31504.08169,15276.35582,23176.78342,6213.064359
1102,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,28994.08015,15738.32176,23206.2315,5879.051294
1103,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,26761.78002,14919.81849,22833.88833,5721.36145
1104,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,25138.58201,13525.68499,22781.47754,5732.003833
1105,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,23176.83966,11541.19394,23023.82537,5704.777667
1106,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,22405.75121,9784.802268,22469.43911,5569.969625
1107,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,22099.98543,8527.987225,22361.13181,5387.439478
1108,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,21867.89353,8086.13795,21934.65978,5383.410064
1109,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,21925.55843,8297.536239,20711.0192,5559.60149
1110,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,21781.56836,8098.368552,20934.1172,5425.765431
1111,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,21918.7442,7599.665465,20918.24001,5490.986126
1112,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,25001.35527,7695.201995,17766.04383,5209.892316
1113,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,28012.21984,7838.915351,14918.00997,5654.382853
1114,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,30894.42959,7971.277692,12567.9421,6106.612424
1115,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,32557.20441,8410.246393,11315.00916,6468.058068
1116,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33528.83491,8806.81453,11381.10592,6624.873806
1117,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33813.49226,8206.5115,11798.01652,6612.654738
1118,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33248.19602,7961.89643,11643.20154,6589.304873
1119,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33258.99178,7819.693386,11683.41131,6198.848996
1120,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,31628.42558,8155.340247,14551.2247,5857.462238
1121,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,29857.73208,9615.016642,18102.68664,6001.596659
1122,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,29612.50879,14425.97782,18048.80974,7395.14027
1123,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,33487.24487,15748.75691,18575.21302,9449.617349
1124,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,32915.62249,14825.13032,20284.69696,8497.717133
1125,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,31113.06073,14621.50625,21984.24946,7033.671368
1126,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,29048.87244,15034.18808,22785.44733,5847.20264
1127,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,26081.29172,14782.86073,23239.67418,5742.20238
1128,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24296.99872,13844.44135,21772.54502,5845.77713
1129,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,23672.17606,10999.57947,21105.55929,5908.958891
1130,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,23090.10926,8689.218785,22089.97174,5614.560649
1131,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,23025.66806,8120.380412,21138.47028,5704.594512
1132,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,22705.4873,7548.410586,21382.94287,5696.072465
1133,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,22744.25363,7923.153259,21301.04035,5812.807256
1134,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,23593.05539,10121.9141,21304.71751,5777.168549
1135,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,25122.73372,12150.38252,23047.25826,5724.730924
1136,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,28728.85038,11817.62833,23739.22928,5832.430058
1137,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,32235.49352,11724.52703,23710.72653,6240.22172
1138,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34589.65719,11946.20834,22927.91251,6457.451541
1139,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36435.41797,12215.88612,22848.27065,6785.332298
1140,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37448.90001,12294.78605,21705.86996,7022.593871
1141,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37522.79847,10404.83507,20435.66316,7559.65531
1142,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37928.84626,11301.24986,20255.0971,7609.673154
1143,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,38682.89066,12065.57233,20359.33938,7374.608475
1144,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37911.69441,13047.19529,20644.93534,7472.312568
1145,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37015.24498,13484.67182,21400.44984,8358.817656
1146,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36102.90832,14083.60156,20479.48861,10183.98055
1147,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36176.17297,15649.08138,22311.24851,11511.71427
1148,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36074.49958,15868.0413,23103.84318,10588.66245
1149,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36005.79538,15954.11798,23116.87743,8622.151226
1150,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34321.67558,15952.11196,24523.03228,7182.892465
1151,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,31907.89965,15303.76409,24375.17584,6686.877172
1152,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,28482.38542,14360.08028,23186.23275,6332.376889
1153,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,26600.52333,12750.76918,22008.95998,6111.720419
1154,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,25009.42015,12023.56168,21178.56896,5966.369809
1155,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24352.46873,11154.08364,20825.74939,6014.973772
1156,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24294.50739,10785.69657,20431.10911,6122.665154
1157,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,24762.76854,10885.12726,20220.5226,6186.398318
1158,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,26113.46641,12131.35602,20533.22564,6232.207469
1159,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,27816.96388,14094.92336,22103.0298,6357.88004
1160,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,30631.89876,14350.89851,22789.74943,6699.542984
1161,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34238.43962,14734.39777,21614.93968,7144.446347
1162,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36801.6514,13495.70646,20921.46584,7632.400873
1163,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37845.19807,13730.7438,20673.2774,7969.985949
1164,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,38060.66015,13315.34966,20800.49924,8064.910735
1165,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37294.25991,11884.34803,20196.70484,7798.002247
1166,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37797.74104,12850.62506,20079.18131,7683.457566
1167,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37880.46097,13548.51397,20893.88064,7615.033109
1168,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36985.11346,14686.20381,20786.92041,7958.608038
1169,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,37435.81953,15210.93484,19323.99812,9216.411356
1170,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36824.78902,15008.61454,18895.49358,10817.14711
1171,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,36824.6383,16204.66448,22226.5596,11420.44774
1172,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,35675.25105,16735.73599,23847.37589,10307.87293
1173,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34982.46181,16167.80743,25860.54006,8083.422977
1174,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,34431.02558,16543.14154,24747.17084,7561.182573
1175,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,31790.89799,16124.7167,23974.76339,7080.331367
1176,100,100,100,100,0,13.48240803,1021.966528,167.1818596,32547.79224,3161.661085,6829.187513,4184.916532,9512.663988,15.67329933,27907.49816,14988.34876,24102.67961,6480.226745
1177,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,29237.02671,11152.62572,23009.98069,5994.531132
1178,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,26821.63681,10283.04289,22777.49485,5994.64936
1179,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,25845.38497,9227.867046,22774.80964,6004.00578
1180,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,25720.59192,8544.26514,22584.74464,6031.230977
1181,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,25890.57925,8353.415754,22994.58757,6041.828783
1182,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,27304.83796,9364.99911,23128.10733,6049.55425
1183,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,29267.54549,11581.42123,23569.40011,6176.374205
1184,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,33112.03328,11177.48491,23312.31088,6536.349762
1185,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,35200.04191,11340.24995,23210.58121,6886.863269
1186,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,38216.48003,10448.82151,21460.62365,7162.921764
1187,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,39597.21359,11393.18139,20552.50522,7308.584417
1188,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,40136.7661,12327.02651,19742.50973,7413.398614
1189,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,39170.16617,11182.48536,18758.06157,7389.714418
1190,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,39736.28787,11535.76125,19089.08894,7407.541524
1191,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,40256.18223,11481.04445,19786.73791,7379.175726
1192,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,41499.66509,10983.88492,20167.5831,6922.952596
1193,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,44853.02958,11298.54056,19421.50306,6418.854247
1194,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,42272.74481,13270.17331,19866.30438,7214.643243
1195,100,100,100,100,0,13.61081192,1031.699543,168.7740678,32857.77122,3191.772144,6894.227394,4224.77288,9603.260788,15.82256885,42062.51292,14154.15901,23261.44654,8719.704143
