Type,id,location,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--nh3_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--lifetime,edges--biomass_edge--wacc,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--nh3_edge--commodity,edges--nh3_edge--unidirectional,edges--nh3_edge--has_capacity,edges--nh3_edge--end_vertex,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSAmmonia,BR_MA_wood_nh3_CCS,BR_MA,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MA,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_MA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MA
BECCSAmmonia,BR_MT_wood_nh3_CCS,BR_MT,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MT,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_MT,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MT
BECCSAmmonia,BR_MS_wood_nh3_CCS,BR_MS,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MS,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_MS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MS
BECCSAmmonia,BR_MG_wood_nh3_CCS,BR_MG,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MG,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_MG,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MG
BECCSAmmonia,BR_PA_wood_nh3_CCS,BR_PA,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PA,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_PA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PA
BECCSAmmonia,BR_PB_wood_nh3_CCS,BR_PB,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PB,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_PB,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PB
BECCSAmmonia,BR_PR_wood_nh3_CCS,BR_PR,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PR,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_PR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PR
BECCSAmmonia,BR_PE_wood_nh3_CCS,BR_PE,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PE,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_PE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PE
BECCSAmmonia,BR_PI_wood_nh3_CCS,BR_PI,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PI,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_PI,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PI
BECCSAmmonia,BR_RJ_wood_nh3_CCS,BR_RJ,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RJ,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_RJ,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RJ
BECCSAmmonia,BR_RN_wood_nh3_CCS,BR_RN,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RN,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_RN,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RN
BECCSAmmonia,BR_RS_wood_nh3_CCS,BR_RS,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RS,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_RS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RS
BECCSAmmonia,BR_RO_wood_nh3_CCS,BR_RO,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RO,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_RO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RO
BECCSAmmonia,BR_RR_wood_nh3_CCS,BR_RR,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RR,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_RR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RR
BECCSAmmonia,BR_SC_wood_nh3_CCS,BR_SC,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SC,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_SC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SC
BECCSAmmonia,BR_SP_wood_nh3_CCS,BR_SP,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SP,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_SP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SP
BECCSAmmonia,BR_SE_wood_nh3_CCS,BR_SE,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SE,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_SE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SE
BECCSAmmonia,BR_TO_wood_nh3_CCS,BR_TO,Biomass,TRUE,2.36,0.1,1.403,0,0.156,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_TO,188.6,14106866.4,564278.4,2844,0,system/availability_monthly.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR_TO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_TO
