Time_Index,Demand_MW,Demand_MW_25,Demand_MW_30,Demand_MW_35,Demand_heat,Demand_Zero,,,,,,
4884,80506.72748,85354.75651,89664.89824,92961.12898,8700,0,,,,,,
4885,79460.45074,84245.4741,88499.60063,91752.99309,8700,0,,,,,,
4886,82325.96394,87283.54544,91691.08484,95061.80157,8700,0,,,,,,
4887,83863.25231,88913.40767,93403.24989,96836.90865,8700,0,,,,,,
4888,84879.79983,89991.1706,94535.43639,98010.71621,8700,0,,,,,,
4889,86130.34508,91317.02234,95928.2394,99454.72098,8700,0,,,,,,
4890,85822.5038,90990.64319,95585.37915,99099.25661,8700,0,,,,,,
4891,84346.59189,89425.85344,93941.57253,97395.02093,8700,0,,,,,,
4892,83495.95259,88523.98956,92994.16741,96412.78762,8700,0,,,,,,
4893,81370.79287,86270.85499,90627.25676,93958.8654,8700,0,,,,,,
4894,77090.74422,81733.06639,85860.32438,89016.69266,8700,0,,,,,,
4895,72370.5113,76728.58609,80603.13386,83566.23907,8700,0,,,,,,
4896,69335.25385,73510.54868,77222.59587,80061.42689,8700,0,,,,,,
4897,64458.70278,68340.33692,71791.30498,74430.47272,8700,0,,,,,,
4898,61659.36108,65372.42186,68673.51972,71198.07248,8700,0,,,,,,
4899,59745.18292,63342.97394,66541.59118,68987.7707,8700,0,,,,,,
4900,58539.711,62064.90979,65198.98888,67595.81212,8700,0,,,,,,
4901,57867.44703,61352.1628,64450.25046,66819.54882,8700,0,,,,,,
4902,57762.91525,61241.33623,64333.8275,66698.84596,8700,0,,,,,,
4903,58732.47143,62269.27805,65413.67708,67818.39261,8700,0,,,,,,
4904,60333.05427,63966.24627,67196.33677,69666.58583,8700,0,,,,,,
4905,63570.66221,67398.8195,70802.24395,73405.05215,8700,0,,,,,,
4906,66260.67711,70250.82422,73798.26577,76511.21272,8700,0,,,,,,
4907,68995.76534,73150.61654,76844.48831,79669.41946,8700,0,,,,,,
4908,70154.24591,74378.85957,78134.75367,81007.11713,8700,0,,,,,,
4909,69879.01087,74087.05017,77828.20884,80689.30319,8700,0,,,,,,
4910,71112.294,75394.60029,79201.78605,82113.37539,8700,0,,,,,,
4911,71897.72081,76227.32466,80076.56033,83020.30783,8700,0,,,,,,
4912,72521.07542,76888.21702,80770.82564,83740.09548,8700,0,,,,,,
4913,73040.85726,77439.29957,81349.73609,84340.28764,8700,0,,,,,,
4914,73868.48038,78316.76127,82271.50679,85295.94417,8700,0,,,,,,
4915,74896.53599,79406.72529,83416.5105,86483.04012,8700,0,,,,,,
4916,75075.87031,79596.85893,83616.24528,86690.11748,8700,0,,,,,,
4917,74324.96776,78800.73783,82779.92262,85823.05021,8700,0,,,,,,
4918,71184.21953,75470.8571,79281.89358,82196.42781,8700,0,,,,,,
4919,67136.25059,71179.1238,74773.4415,77522.23753,8700,0,,,,,,
4920,64599.67682,68489.80027,71948.31575,74593.25546,8700,0,,,,,,
4921,60360.86547,63995.73223,67227.31167,69698.69943,8700,0,,,,,,
4922,57523.16348,60987.14686,64066.80238,66422.00456,8700,0,,,,,,
4923,55638.71454,58989.21842,61967.98496,64246.03112,8700,0,,,,,,
4924,54502.29114,57784.36082,60702.28591,62933.80287,8700,0,,,,,,
4925,53860.71539,57104.15007,59987.72669,62192.97526,8700,0,,,,,,
4926,53713.0283,56947.56942,59823.23922,62022.44096,8700,0,,,,,,
4927,54234.72816,57500.68549,60404.28588,62624.84786,8700,0,,,,,,
4928,55027.82702,58341.54391,61287.60496,63540.63922,8700,0,,,,,,
4929,56689.78632,60103.58462,63138.62308,65459.70384,8700,0,,,,,,
4930,58764.11866,62302.83104,65448.92439,67854.93567,8700,0,,,,,,
4931,61277.67625,64967.75238,68248.41572,70757.34096,8700,0,,,,,,
4932,62735.36703,66513.22374,69871.92843,72440.5367,8700,0,,,,,,
4933,63772.0537,67612.33857,71026.54504,73637.59893,8700,0,,,,,,
4934,65041.77909,68958.52546,72440.71006,75103.75101,8700,0,,,,,,
4935,65828.16491,69792.2666,73316.55245,76011.79082,8700,0,,,,,,
4936,67170.77484,71215.72706,74811.89311,77562.10269,8700,0,,,,,,
4937,68633.26066,72766.28221,76440.74633,79250.83526,8700,0,,,,,,
4938,70939.67272,75211.58394,79009.52796,81914.04957,8700,0,,,,,,
4939,72607.38605,76979.72518,80866.95467,83839.75838,8700,0,,,,,,
4940,73384.1818,77803.29874,81732.11606,84736.72453,8700,0,,,,,,
4941,73084.01258,77485.05365,81397.80061,84390.1191,8700,0,,,,,,
4942,70199.31924,74426.64717,78184.95439,81059.16331,8700,0,,,,,,
4943,66432.33938,70432.82381,73989.45575,76709.43116,8700,0,,,,,,
4944,62897.43923,66685.05575,70052.43741,72627.68149,8700,0,,,,,,
4945,58794.80689,62335.36728,65483.10361,67890.37138,8700,0,,,,,,
4946,56288.92135,59678.57999,62692.15708,64996.82501,8700,0,,,,,,
4947,54726.6988,58022.28207,60952.22142,63192.92642,8700,0,,,,,,
4948,53892.36263,57137.70307,60022.97401,62229.51833,8700,0,,,,,,
4949,53817.56007,57058.39598,59939.66217,62143.14381,8700,0,,,,,,
4950,54879.18092,58183.9465,61122.04938,63368.99754,8700,0,,,,,,
4951,58390.10589,61906.29562,65032.36521,67423.06308,8700,0,,,,,,
4952,64183.46775,68048.52753,71484.76015,74112.65879,8700,0,,,,,,
4953,72542.17357,76910.58568,80794.32384,83764.45752,8700,0,,,,,,
4954,77131.98152,81776.78695,85906.25269,89064.30937,8700,0,,,,,,
4955,78942.58691,83696.42506,87922.82638,91155.01566,8700,0,,,,,,
4956,79498.81103,84286.14441,88542.32465,91797.28772,8700,0,,,,,,
4957,78276.07698,82989.77862,87180.49655,90385.39655,8700,0,,,,,,
4958,80879.78124,85750.27517,90080.38933,93391.89421,8700,0,,,,,,
4959,82399.80749,87361.83577,91773.32858,95147.06872,8700,0,,,,,,
4960,83588.97628,88622.61503,93097.77315,96520.20209,8700,0,,,,,,
4961,85188.60011,90318.5665,94879.36474,98367.28794,8700,0,,,,,,
4962,85760.16834,90924.55396,95515.95262,99027.27785,8700,0,,,,,,
4963,84941.17628,90056.24307,94603.79482,98081.58761,8700,0,,,,,,
4964,84000.39033,89058.804,93555.98826,96995.26194,8700,0,,,,,,
4965,81276.81018,86171.21276,90522.58292,93850.34358,8700,0,,,,,,
4966,76655.355,81271.4585,85375.40676,88513.94867,8700,0,,,,,,
4967,71563.02733,75872.4763,79703.79326,82633.83722,8700,0,,,,,,
4968,68677.37499,72813.05306,76489.87896,79301.77408,8700,0,,,,,,
4969,64051.12477,67908.215,71337.36229,73959.84233,8700,0,,,,,,
4970,61552.91129,65259.56178,68554.96056,71075.1549,8700,0,,,,,,
4971,59881.36192,63487.35349,66693.26144,69145.01661,8700,0,,,,,,
4972,58914.68277,62462.46196,65616.61616,68028.79207,8700,0,,,,,,
4973,58819.74107,62361.80297,65510.87422,67919.16288,8700,0,,,,,,
4974,59332.80987,62905.76822,66082.30798,68511.60349,8700,0,,,,,,
4975,62121.60249,65862.49895,69188.34413,71731.8227,8700,0,,,,,,
4976,66840.8764,70865.96249,74444.46655,77181.16891,8700,0,,,,,,
4977,73715.03925,78154.08008,82100.61072,85118.76568,8700,0,,,,,,
4978,78097.70166,82800.66173,86981.82986,90179.42655,8700,0,,,,,,
4979,80172.03401,84999.90815,89292.13118,92574.65839,8700,0,,,,,,
4980,81119.53302,86004.46454,90347.41445,93668.73562,8700,0,,,,,,
4981,80167.23897,84994.82436,89286.79068,92569.12156,8700,0,,,,,,
4982,83061.52238,88063.39842,92510.3179,95911.151,8700,0,,,,,,
4983,84475.09884,89562.09895,94084.698,97543.40792,8700,0,,,,,,
4984,85296.00891,90432.44334,94998.99199,98491.31289,8700,0,,,,,,
4985,86838.09231,92067.38936,96716.49754,100271.9568,8700,0,,,,,,
4986,87404.86551,92668.29303,97347.74493,100926.4099,8700,0,,,,,,
4987,86524.497,91734.90967,96367.2287,99909.84825,8700,0,,,,,,
4988,85302.72196,90439.56065,95006.4687,98499.06445,8700,0,,,,,,
4989,82488.03614,87455.37746,91871.59382,95248.94636,8700,0,,,,,,
4990,77785.06535,82469.19879,86633.62911,89818.42536,8700,0,,,,,,
4991,72562.31272,76931.93759,80816.75395,83787.7122,8700,0,,,,,,
4992,69748.58591,73948.77116,77682.94718,80538.70147,8700,0,,,,,,
4993,65015.8859,68931.07301,72411.87135,75073.85214,8700,0,,,,,,
4994,62280.79767,66031.2807,69365.64881,71915.6454,8700,0,,,,,,
4995,60634.18249,64285.50811,67531.72031,70014.29863,8700,0,,,,,,
4996,59533.24235,63118.27053,66305.54097,68743.0429,8700,0,,,,,,
4997,59288.69554,62858.99738,66033.17535,68460.66467,8700,0,,,,,,
4998,60207.42434,63833.05104,67056.4156,69521.52093,8700,0,,,,,,
4999,63071.01952,66869.08886,70245.76361,72828.11467,8700,0,,,,,,
5000,67633.97527,71706.82093,75327.78564,78096.96029,8700,0,,,,,,
5001,74371.95911,78850.55895,82832.25954,85877.31113,8700,0,,,,,,
5002,78346.0845,83064.00192,87258.46789,90466.23425,8700,0,,,,,,
5003,80366.71245,85206.30992,89508.95558,92799.45361,8700,0,,,,,,
5004,81334.35061,86232.21822,90586.66896,93916.78552,8700,0,,,,,,
5005,80361.91741,85201.22613,89503.61507,92793.91678,8700,0,,,,,,
5006,82970.41671,87966.80647,92408.84836,95805.95127,8700,0,,,,,,
5007,84313.98564,89391.28368,93905.25711,97357.37049,8700,0,,,,,,
5008,85133.93671,90260.61133,94818.48301,98304.1681,8700,0,,,,,,
5009,86249.26196,91443.10027,96060.68386,99592.03432,8700,0,,,,,,
5010,86540.80012,91752.19455,96385.38641,99928.67347,8700,0,,,,,,
5011,85606.72721,90761.87277,95345.05655,98850.09935,8700,0,,,,,,
5012,84758.96494,89863.05916,94400.85573,97871.18815,8700,0,,,,,,
5013,82278.97259,87233.72432,91638.74791,95007.54065,8700,0,,,,,,
5014,77953.8506,82648.14811,86821.61479,90013.32171,8700,0,,,,,,
5015,72633.27925,77007.17765,80895.79339,83869.65726,8700,0,,,,,,
5016,69539.52236,73727.11802,77450.10127,80297.29577,8700,0,,,,,,
5017,64976.56661,68889.38596,72368.07924,75028.45015,8700,0,,,,,,
5018,62315.32193,66067.88397,69404.10044,71955.51056,8700,0,,,,,,
5019,60619.79739,64270.25676,67515.69881,69997.68815,8700,0,,,,,,
5020,59553.3815,63139.62244,66327.97108,68766.29758,8700,0,,,,,,
5021,59379.80121,62955.58933,66134.64489,68565.8644,8700,0,,,,,,
5022,60011.78689,63625.63251,66838.52311,69295.61834,8700,0,,,,,,
5023,62626.04023,66397.31339,69750.16499,72314.29703,8700,0,,,,,,
5024,67322.29796,71376.37474,74980.65298,77737.06645,8700,0,,,,,,
5025,73966.29911,78420.47054,82380.45305,85408.89547,8700,0,,,,,,
5026,77947.13755,82641.03081,86814.13809,90005.57015,8700,0,,,,,,
5027,80208.47628,85038.54494,89332.719,92616.73828,8700,0,,,,,,
5028,81223.10578,86114.27434,90462.76929,93788.3311,8700,0,,,,,,
5029,80336.98323,85174.79044,89475.84447,92765.12528,8700,0,,,,,,
5030,82972.33472,87968.83998,92410.98455,95808.16599,8700,0,,,,,,
5031,84099.16806,89163.53002,93666.00261,97109.3206,8700,0,,,,,,
5032,84702.38352,89803.07047,94337.83781,97805.85357,8700,0,,,,,,
5033,85959.64182,91136.03952,95738.11752,99257.6099,8700,0,,,,,,
5034,85763.04536,90927.60423,95519.15692,99030.59994,8700,0,,,,,,
5035,84518.25416,89607.85303,94132.76252,97593.23938,8700,0,,,,,,
5036,83923.66976,88977.4634,93470.54022,96906.67269,8700,0,,,,,,
5037,81293.1133,86188.49764,90540.74063,93869.1688,8700,0,,,,,,
5038,76710.0184,81329.41367,85436.28849,88577.0685,8700,0,,,,,,
5039,71456.57754,75759.61622,79585.23411,82510.91964,8700,0,,,,,,
5040,68348.43555,72464.30524,76123.52049,78921.94767,8700,0,,,,,,
5041,63833.43016,67677.41105,71094.90348,73708.47034,8700,0,,,,,,
5042,61282.47129,64972.83617,68253.75623,70762.87779,8700,0,,,,,,
5043,59715.4537,63311.45446,66508.48006,68953.44237,8700,0,,,,,,
5044,58652.87384,62184.88717,65325.02474,67726.48126,8700,0,,,,,,
5045,58330.64745,61843.25665,64966.14298,67354.40641,8700,0,,,,,,
5046,59046.06675,62601.75774,65762.94594,68180.50117,8700,0,,,,,,
5047,61620.04178,65330.73479,68629.72759,71152.67048,8700,0,,,,,,
5048,66011.33527,69986.46728,73520.55965,76223.29766,8700,0,,,,,,
5049,72388.73244,76747.90449,80623.42777,83587.27903,8700,0,,,,,,
5050,76050.22152,80629.88452,84701.43536,87815.20096,8700,0,,,,,,
5051,78014.26805,82712.20384,86888.90513,90083.08575,8700,0,,,,,,
5052,79217.82195,83988.23446,88229.37122,91472.8296,8700,0,,,,,,
5053,78383.48578,83103.65546,87300.12381,90509.42151,8700,0,,,,,,
5054,81098.43486,85982.09587,90323.91624,93644.37357,8700,0,,,,,,
5055,82769.02522,87753.2874,92184.54726,95573.40449,8700,0,,,,,,
5056,83841.19515,88890.02225,93378.68358,96811.43925,8700,0,,,,,,
5057,84245.89614,89319.0939,93829.42198,97278.74754,8700,0,,,,,,
5058,83496.9116,88525.00632,92995.23551,96413.89499,8700,0,,,,,,
5059,81778.37089,86702.97692,91081.19947,94429.4958,8700,0,,,,,,
5060,81375.58791,86275.93878,90632.59727,93964.40224,8700,0,,,,,,
5061,79770.21004,84573.88677,88844.59709,92110.6722,8700,0,,,,,,
5062,75751.97031,80313.67295,84369.25611,87470.81024,8700,0,,,,,,
5063,70805.41173,75069.2379,78859.9939,81759.01839,8700,0,,,,,,
5064,68334.05045,72449.05388,76107.49899,78905.33719,8700,0,,,,,,
5065,64000.29739,67854.32685,71280.75296,73901.15195,8700,0,,,,,,
5066,61018.74434,64693.22786,67960.0286,70458.35225,8700,0,,,,,,
5067,59171.69667,62734.95296,65902.86709,68325.56606,8700,0,,,,,,
5068,57805.11157,61286.07357,64380.82393,66747.57006,8700,0,,,,,,
5069,57123.25752,60563.15899,63621.40449,65960.23309,8700,0,,,,,,
5070,56871.99766,60296.76853,63341.56216,65670.1033,8700,0,,,,,,
5071,57643.03937,61114.24155,64200.31495,66560.42527,8700,0,,,,,,
5072,59108.40221,62667.84697,65832.37247,68252.47993,8700,0,,,,,,
5073,61396.59313,65093.8303,68380.86018,70894.65429,8700,0,,,,,,
5074,63437.36023,67257.49022,70653.77799,73251.12834,8700,0,,,,,,
5075,65627.73243,69579.76429,73093.31946,75780.35141,8700,0,,,,,,
5076,66701.82037,70718.53266,74289.59198,77020.6009,8700,0,,,,,,
5077,66798.68009,70821.22516,74397.47013,77132.44483,8700,0,,,,,,
5078,67684.80264,71760.70907,75384.39496,78155.65066,8700,0,,,,,,
5079,68288.97711,72401.26628,76057.29826,78853.291,8700,0,,,,,,
5080,69248.94321,73419.04051,77126.46683,79961.76398,8700,0,,,,,,
5081,70440.03002,74681.85329,78453.04761,81337.11208,8700,0,,,,,,
5082,72126.9235,76470.32969,80331.83634,83284.96821,8700,0,,,,,,
5083,73218.27357,77627.3997,81547.33467,84545.15028,8700,0,,,,,,
5084,73628.72861,78062.5719,82004.48168,85019.10277,8700,0,,,,,,
5085,72850.97386,77237.98159,81138.2522,84121.02926,8700,0,,,,,,
5086,69470.47385,73653.91149,77373.19804,80217.56544,8700,0,,,,,,
5087,65566.35597,69514.6918,73024.96102,75709.48,8700,0,,,,,,
5088,63185.14136,66990.083,70372.86756,72959.89118,8700,0,,,,,,
5089,59229.2371,62795.95841,65966.95312,68392.008,8700,0,,,,,,
5090,56419.34632,59816.85901,62837.41875,65147.42674,8700,0,,,,,,
5091,54524.3483,57807.74624,60726.85222,62959.27227,8700,0,,,,,,
5092,53356.27766,56569.33564,59425.90584,61610.50095,8700,0,,,,,,
5093,52864.30702,56047.73905,58877.9703,61042.42238,8700,0,,,,,,
5094,52738.67709,55914.54382,58738.04914,60897.35749,8700,0,,,,,,
5095,53347.6466,56560.18482,59416.29294,61600.53466,8700,0,,,,,,
5096,54477.35695,57757.92512,60674.51529,62905.01135,8700,0,,,,,,
5097,56598.68064,60006.99266,63037.15353,65354.5041,8700,0,,,,,,
5098,59220.60604,62786.8076,65957.34022,68382.04171,8700,0,,,,,,
5099,62197.36405,65942.82279,69272.72407,71819.30458,8700,0,,,,,,
5100,63129.51895,66931.11106,70310.91773,72895.66397,8700,0,,,,,,
5101,64250.59824,68119.70055,71559.52718,74190.17438,8700,0,,,,,,
5102,65338.11229,69272.70353,72770.75312,75445.927,8700,0,,,,,,
5103,65863.64817,69829.88662,73356.07217,76052.76335,8700,0,,,,,,
5104,66778.54094,70799.87326,74375.04002,77109.19015,8700,0,,,,,,
5105,66938.69513,70969.67176,74553.4128,77294.12022,8700,0,,,,,,
5106,68569.00718,72698.15946,76369.18359,79176.64176,8700,0,,,,,,
5107,69645.01314,73838.96135,77567.59232,80419.10598,8700,0,,,,,,
5108,69952.85442,74165.3405,77910.45258,80774.57035,8700,0,,,,,,
5109,68795.33286,72938.11423,76621.25531,79437.98005,8700,0,,,,,,
5110,65745.6903,69704.82545,73224.69581,75916.55738,8700,0,,,,,,
5111,62432.32079,66191.92838,69534.40869,72090.60916,8700,0,,,,,,
5112,59477.61994,63059.2986,66243.59115,68678.8157,8700,0,,,,,,
5113,55998.3422,59370.50248,62368.52264,64661.29322,8700,0,,,,,,
5114,53546.16106,56770.65361,59637.38973,61829.75933,8700,0,,,,,,
5115,52197.79709,55341.09261,58135.64047,60272.80328,8700,0,,,,,,
5116,51510.18901,54612.0775,57369.81244,59478.82214,8700,0,,,,,,
5117,51562.9344,54667.99916,57428.55797,59539.72724,8700,0,,,,,,
5118,52581.39993,55747.7956,58562.88067,60715.74953,8700,0,,,,,,
5119,55214.83341,58539.81163,61495.88456,63756.57552,8700,0,,,,,,
5120,59351.031,62925.08661,66102.60188,68532.64343,8700,0,,,,,,
5121,64800.10931,68702.30259,72171.54875,74824.69488,8700,0,,,,,,
5122,68263.08392,72373.81383,76028.45955,78823.39213,8700,0,,,,,,
5123,69568.29258,73757.62076,77482.14429,80330.51674,8700,0,,,,,,
5124,69991.2147,74206.01079,77953.17659,80818.86497,8700,0,,,,,,
5125,69051.38775,73209.58847,76906.43813,79733.64667,8700,0,,,,,,
5126,69349.63896,73525.80005,77238.61738,80078.03738,8700,0,,,,,,
5127,70451.53811,74694.05439,78465.86482,81350.40047,8700,0,,,,,,
5128,70862.95215,75130.24334,78924.07992,81825.46032,8700,0,,,,,,
5129,71375.06194,75673.19183,79494.44557,82416.79356,8700,0,,,,,,
5130,72366.67527,76724.51906,80598.86145,83561.80961,8700,0,,,,,,
5131,72024.30974,76361.53664,80217.54959,83166.48009,8700,0,,,,,,
5132,71780.72194,76103.28025,79946.25207,82885.20922,8700,0,,,,,,
5133,70082.32038,74302.60276,78054.64614,80924.06471,8700,0,,,,,,
5134,66703.73839,70720.56618,74291.72819,77022.81564,8700,0,,,,,,
5135,62611.65512,66382.06203,69734.14348,72297.68654,8700,0,,,,,,
5136,60444.29909,64084.19014,67320.23642,69795.04024,8700,0,,,,,,
5137,56912.27596,60339.47235,63386.42238,65716.61266,8700,0,,,,,,
5138,54523.38929,57806.72948,60725.78411,62958.1649,8700,0,,,,,,
5139,53090.6327,56287.69382,59130.04202,61303.76068,8700,0,,,,,,
5140,52235.19837,55380.74615,58177.2964,60315.99054,8700,0,,,,,,
5141,52266.8456,55414.29914,58212.54371,60352.5336,8700,0,,,,,,
5142,52958.28972,56147.38129,58982.64415,61150.94422,8700,0,,,,,,
5143,55334.70929,58666.9063,61629.39711,63894.99621,8700,0,,,,,,
5144,59109.36121,62668.86372,65833.44056,68253.58729,8700,0,,,,,,
5145,64272.65541,68143.08598,71584.0935,74215.64379,8700,0,,,,,,
5146,67172.69286,71217.76058,74814.02932,77564.31743,8700,0,,,,,,
5147,68997.68335,73152.65005,76846.6245,79671.63419,8700,0,,,,,,
5148,70001.76378,74217.19513,77964.9257,80831.04599,8700,0,,,,,,
5149,69852.15868,74058.58097,77798.30203,80658.29697,8700,0,,,,,,
5150,71397.1191,75696.57725,79519.01188,82442.26297,8700,0,,,,,,
5151,72250.63542,76601.49141,80469.62131,83427.81838,8700,0,,,,,,
5152,71995.53953,76331.03392,80185.50658,83133.25912,8700,0,,,,,,
5153,72833.71173,77219.67995,81119.02639,84101.09667,8700,0,,,,,,
5154,74339.35287,78815.98919,82795.94413,85839.6607,8700,0,,,,,,
5155,74033.4296,78491.64355,82455.22007,85486.41106,8700,0,,,,,,
5156,73866.56237,78314.72776,82269.37059,85293.72944,8700,0,,,,,,
5157,72499.01825,76864.83159,80746.25932,83714.62607,8700,0,,,,,,
5158,68727.24335,72865.92444,76545.42017,79359.35708,8700,0,,,,,,
5159,64351.29399,68226.46009,71671.67773,74306.44777,8700,0,,,,,,
5160,61983.50547,65716.08588,69034.53767,71572.36205,8700,0,,,,,,
5161,58076.51057,61573.81592,64683.09635,67060.95452,8700,0,,,,,,
5162,55674.19781,59026.83846,62007.50468,64287.00365,8700,0,,,,,,
5163,54388.16929,57663.36668,60575.18195,62802.02635,8700,0,,,,,,
5164,53434.91624,56652.70975,59513.49008,61701.30493,8700,0,,,,,,
5165,53290.10617,56499.17937,59352.20691,61534.09272,8700,0,,,,,,
5166,53795.50291,57035.01056,59915.09586,62117.6744,8700,0,,,,,,
5167,56012.72731,59385.75384,62384.54415,64677.90371,8700,0,,,,,,
5168,59660.79029,63253.49927,66447.59833,68890.32252,8700,0,,,,,,
5169,64795.31427,68697.2188,72166.20825,74819.15805,8700,0,,,,,,
5170,68158.55215,72262.98726,75912.0366,78702.68928,8700,0,,,,,,
5171,69895.31399,74104.33505,77846.36654,80708.12841,8700,0,,,,,,
5172,70910.90251,75181.08122,78977.48495,81880.82861,8700,0,,,,,,
5173,70621.28236,74874.02045,78654.9186,81546.40418,8700,0,,,,,,
5174,72456.82194,76820.09426,80699.2629,83665.90198,8700,0,,,,,,
5175,73765.86662,78207.96822,82157.22004,85177.45605,8700,0,,,,,,
5176,74747.88989,79249.12788,83250.95493,86311.39845,8700,0,,,,,,
5177,75946.64875,80520.07471,84586.08051,87695.60546,8700,0,,,,,,
5178,76790.575,81414.8213,85526.00893,88670.08722,8700,0,,,,,,
5179,76363.81684,80962.36422,85050.70422,88177.30951,8700,0,,,,,,
5180,76253.53102,80845.4371,84927.87266,88049.96246,8700,0,,,,,,
5181,74305.78762,78780.40268,82758.56061,85800.9029,8700,0,,,,,,
5182,70194.52421,74421.56338,78179.6139,81053.62649,8700,0,,,,,,
5183,65632.52746,69584.84807,73098.65995,75785.88823,8700,0,,,,,,
5184,62991.42193,66784.69799,70157.11127,72736.20332,8700,0,,,,,,
5185,59000.03441,62552.95338,65711.67711,68127.34762,8700,0,,,,,,
5186,56405.92022,59802.62441,62822.46534,65131.92362,8700,0,,,,,,
5187,54972.20461,58282.57198,61225.65513,63476.41201,8700,0,,,,,,
5188,54050.5988,57305.46805,60199.21059,62412.23366,8700,0,,,,,,
5189,53774.40475,57012.64189,59891.59765,62093.31235,8700,0,,,,,,
5190,54691.21553,57984.66204,60912.70169,63151.95388,8700,0,,,,,,
5191,57242.1744,60689.23692,63753.84894,66097.54643,8700,0,,,,,,
5192,61467.55966,65169.07036,68459.89962,70976.59936,8700,0,,,,,,
5193,67440.25584,71501.43592,75112.02935,77873.27243,8700,0,,,,,,
5194,71401.91414,75701.66105,79524.35239,82447.7998,8700,0,,,,,,
5195,73581.73726,78012.75078,81952.14475,84964.84185,8700,0,,,,,,
5196,75046.14109,79565.33944,83583.13417,86655.78915,8700,0,,,,,,
5197,74793.92223,79297.93223,83302.22375,86364.552,8700,0,,,,,,
5198,77128.14549,81772.71992,85901.98029,89059.87991,8700,0,,,,,,
5199,78464.04237,83189.06308,87389.84424,90602.44021,8700,0,,,,,,
5200,79381.81216,84162.09999,88412.01639,91662.18911,8700,0,,,,,,
5201,80737.84819,85599.79506,89922.31046,93228.0041,8700,0,,,,,,
5202,81721.78947,86642.98823,91018.18154,94364.16123,8700,0,,,,,,
5203,81029.38635,85908.88934,90247.013,93564.64325,8700,0,,,,,,
5204,80035.855,84855.52859,89140.46092,92417.41247,8700,0,,,,,,
5205,77582.71486,82254.66297,86408.25992,89584.77122,8700,0,,,,,,
5206,73013.04606,77409.81361,81318.76118,84308.17405,8700,0,,,,,,
5207,67924.55442,72014.89844,75651.42008,78432.49207,8700,0,,,,,,
5208,65421.5459,69361.16143,72863.67785,75542.2678,8700,0,,,,,,
5209,61099.30093,64778.63549,68049.74903,70551.37095,8700,0,,,,,,
5210,58444.7693,61964.2508,65093.24694,67486.18292,8700,0,,,,,,
5211,56902.68589,60329.30478,63375.74138,65705.539,8700,0,,,,,,
5212,55856.40915,59220.02237,62210.44377,64497.40311,8700,0,,,,,,
5213,55621.45241,58970.91679,61948.75915,64226.09853,8700,0,,,,,,
5214,56213.15979,59598.25615,62607.77714,64909.34312,8700,0,,,,,,
5215,58611.63653,62141.1666,65279.09642,67678.86454,8700,0,,,,,,
5216,62890.72618,66677.93845,70044.96071,72619.92993,8700,0,,,,,,
5217,69039.87967,73197.38739,76893.62093,79720.35828,8700,0,,,,,,
5218,72876.86705,77265.43404,81167.09091,84150.92813,8700,0,,,,,,
5219,75337.67925,79874.43372,83907.83671,86992.4283,8700,0,,,,,,
5220,76898.9428,81529.71489,85646.70428,88795.21953,8700,0,,,,,,
5221,76710.97741,81330.43043,85437.35659,88578.17587,8700,0,,,,,,
5222,78633.78663,83369.02916,87578.89803,90798.44393,8700,0,,,,,,
5223,78921.48876,83674.05641,87899.32817,91130.65362,8700,0,,,,,,
5224,78612.68847,83346.66049,87555.39981,90774.08189,8700,0,,,,,,
5225,78990.53727,83747.26294,87976.23141,91210.38395,8700,0,,,,,,
5226,78847.64521,83595.76608,87817.08443,91045.38646,8700,0,,,,,,
5227,77276.79159,81930.31733,86067.53586,89231.52158,8700,0,,,,,,
5228,76733.99358,81354.83261,85462.991,88604.75264,8700,0,,,,,,
5229,74875.43783,79384.35662,83393.01229,86458.67807,8700,0,,,,,,
5230,71025.02435,75302.07536,79104.5889,82012.60511,8700,0,,,,,,
5231,66444.80647,70446.04165,74003.34105,76723.82691,8700,0,,,,,,
5232,63941.79796,67792.30465,71215.59883,73833.60265,8700,0,,,,,,
5233,60287.98093,63918.45866,67146.13604,69614.53964,8700,0,,,,,,
5234,57624.81823,61094.92315,64180.02103,66539.38531,8700,0,,,,,,
5235,55947.51483,59316.61434,62311.91332,64602.60285,8700,0,,,,,,
5236,54920.41823,58227.66708,61167.97771,63416.61427,8700,0,,,,,,
5237,54588.60178,57875.869,60798.41495,63033.46577,8700,0,,,,,,
5238,54584.76575,57871.80197,60794.14255,63029.03631,8700,0,,,,,,
5239,55528.42873,58872.29132,61845.15341,64118.68408,8700,0,,,,,,
5240,56891.17781,60317.10369,63362.92418,65692.25062,8700,0,,,,,,
5241,59053.7388,62609.89179,65771.49073,68189.36009,8700,0,,,,,,
5242,61227.80788,64914.88099,68192.8745,70699.75794,8700,0,,,,,,
5243,63759.58661,67599.12072,71012.65974,73623.20318,8700,0,,,,,,
5244,65120.41768,69041.89959,72528.29431,75194.555,8700,0,,,,,,
5245,65050.41016,68967.67629,72450.32298,75113.71731,8700,0,,,,,,
5246,66835.12236,70859.86195,74438.05795,77174.52472,8700,0,,,,,,
5247,68337.88647,72453.12091,76111.77138,78909.76664,8700,0,,,,,,
5248,69928.87924,74139.92156,77883.75006,80746.88621,8700,0,,,,,,
5249,70336.45726,74572.04349,78337.69277,81217.5166,8700,0,,,,,,
5250,70732.52719,74991.96433,78778.81826,81674.8586,8700,0,,,,,,
