Time_Index,h2_BR_AC,h2_BR_AL,h2_BR_AP,h2_BR_AM,h2_BR_BA,h2_BR_CE,h2_BR_DF,h2_BR_ES,h2_BR_GO,h2_BR_MA,h2_BR_MT,h2_BR_MS,h2_BR_MG,h2_BR_PA,h2_BR_PB,h2_BR_PR,h2_BR_PE,h2_BR_PI,h2_BR_RJ,h2_BR_RN,h2_BR_RS,h2_BR_RO,h2_BR_RR,h2_BR_SC,h2_BR_SP,h2_BR_SE,h2_BR_TO
8043,70.6,205.76,651.23,33.46,1680.56,940.72,201.58,1211.04,1216.47,655.76,6050.48,841.2,924.62,1472.66,276.95,747.95,206.76,2497.73,2428.36,201.71,247.56,42.36,2356.84,1930.88,177.49,10140.15,231.83
8044,63.3,184.17,603.08,28.72,1543.12,864.17,176.06,1123.52,1114.94,600.73,5618.55,782.92,858.77,1361.27,248.07,676.41,184.51,2293.18,2208,180.12,227.27,37.39,2157.78,1786.16,160.12,9359.82,212.73
8045,62.6,181.56,634.26,25.86,1597.86,895.46,164.98,1185.46,1150.5,619.31,5938.2,830.8,907.96,1426.87,244.9,680.46,180.8,2373.87,2244.52,176.76,235.23,35.81,2222.18,1874.74,160.34,9785.31,219.98
8046,61.51,178.19,635.13,24.61,1592.63,892.73,159.2,1188.28,1145.53,616.47,5955.24,834.18,910.65,1427.46,240.46,672.2,177.1,2365.88,2224.58,173.24,234.43,34.81,2211.25,1876.25,158.17,9781.71,219.18
8047,64.59,187.43,645.22,27.3,1631.13,913.95,172.4,1205.11,1175.39,632.84,6034.32,843.5,922.57,1452.63,252.74,699.21,186.91,2423.47,2300.87,182.67,240.16,37.22,2271.24,1908.01,164.94,9967.74,224.63
8048,66.67,193.9,638.91,29.99,1632.34,914.18,184.53,1190.68,1179.01,635.18,5955.27,830.17,910.27,1441.69,261.21,713.53,194.17,2425.69,2331.52,189.57,240.4,39.25,2281.37,1891.93,168.85,9910.31,225
8049,97.16,284.22,830.07,50.49,2187.35,1223.25,293.45,1536.61,1590.48,858.4,7659.1,1058.77,1169.85,1885.71,381.97,1009.26,287.5,3252.16,3235.69,280.03,322.4,60.35,3089.43,2467.88,240.81,13030.38,302.25
8050,102.81,300.34,902.62,51.79,2360.56,1320.57,304.59,1673.7,1713.65,924.46,8349.72,1156.67,1275.56,2047.13,403.85,1075.28,303.11,3509.23,3462.68,295.4,347.86,63.1,3325.58,2680.96,256.07,14127.54,325.98
8051,90.67,263.78,864.28,41.1,2211.18,1238.26,252.07,1610.2,1597.56,860.75,8052.34,1122.09,1230.78,1950.8,355.3,968.97,264.26,3285.93,3163.37,257.97,325.66,53.53,3091.78,2559.7,229.38,13412.92,304.82
8052,109.67,320.67,944.85,56.45,2483.92,1389.25,329.28,1750,1805.2,974.17,8725.17,1206.94,1332.75,2145.35,431.02,1141.57,324.14,3692.96,3664.86,315.78,366.1,67.87,3505.53,2808.31,272.23,14818.6,343.17
8053,87.46,254.72,818.23,40.69,2103.66,1177.8,246.93,1522.83,1521.54,820.02,7611.37,1059.27,1163.25,1848.85,342.96,930.07,255.63,3126.42,3026.78,249.45,309.87,52.12,2946.48,2424.9,220.48,12722.41,290.1
8054,82.37,240.12,756.14,39.29,1953.75,1093.61,236.06,1405.73,1414.63,762.64,7022.29,975.98,1073.08,1710.38,323.15,871.5,241.39,2903.87,2827.25,235.45,287.83,49.53,2741.2,2242.29,206.88,11779.48,269.55
8055,85.67,249.08,828.49,38.04,2111.83,1182.83,235.35,1544.75,1524.55,821.24,7728.1,1077.95,1181.33,1868.56,335.61,919.24,249.2,3138.06,3008.25,243.35,311,50.23,2949.09,2452.57,217.37,12839.55,291.02
8056,80.96,234.96,808.84,34.21,2044.81,1145.75,216.11,1510.72,1473.45,793.33,7564.65,1057.42,1156.55,1821.01,316.83,876.53,234.32,3038.04,2884.38,229,301.06,46.66,2847.26,2391.88,206.76,12495.6,281.6
8057,95.38,278.25,862.13,46.4,2236.86,1251.83,276.58,1601.35,1621.06,874.14,7995.84,1110.04,1221.73,1951.88,374.36,1005.06,280.09,3324.86,3252.2,273.13,329.56,57.78,3142.86,2558,238.85,13452.15,308.7
8058,77.97,226.4,771.87,33.42,1955.82,1095.76,209.85,1440.96,1410.05,759.28,7213.48,1007.73,1102.8,1738.62,305.21,842,225.99,2905.95,2766.44,220.82,287.97,45.15,2725.56,2283.21,198.76,11934.68,269.39
8059,97.35,285.5,785.89,53.66,2104.78,1176.19,305.1,1449.58,1535.63,829.55,7211.9,992.37,1101.1,1791.78,383.28,997.33,290.09,3130.21,3168.38,282.26,310.37,61.89,2988.74,2341.61,238.9,12415.62,291.21
8060,92.74,274.37,596.35,61.34,1716.25,956.09,327.55,1081.56,1270.24,688.78,5333.27,717.69,812.71,1382.29,366.97,903.85,283.15,2555.31,2773.52,274.5,253.53,63.67,2492.29,1794.63,219.64,9698.45,238.75
8061,134.98,401.1,761.58,96.43,2296.41,1276.82,502.62,1365.09,1714.39,931.7,6688.8,885.51,1017.86,1785.2,535.5,1283.42,416.95,3421.43,3866.3,403.52,339.59,95.99,3379.91,2307.49,314.19,12629.32,320.51
8062,148.17,440.59,813.77,107.31,2478.54,1377.53,557.04,1454.78,1853.7,1007.88,7118.18,938.86,1082.85,1912.25,588.04,1401.95,458.62,3693.35,4208.03,443.7,366.6,106.04,3658.18,2469.31,343.7,13552.42,346.17
8063,151.69,448.68,982.4,99.86,2820.49,1571.38,534.1,1782.79,2086.55,1131.28,8793.9,1184.32,1340.12,2275.86,600.18,1480.55,462.85,4199.21,4547.86,448.75,416.61,103.94,4092.91,2955.38,359.64,15961.17,392.3
8064,142.47,420.62,973.96,90.35,2746.29,1531.22,489.21,1775.18,2024.58,1096.68,8776.67,1188.97,1338.19,2246.8,563.09,1406.15,432.43,4087.61,4353.87,419.58,405.48,96.04,3963.6,2922.55,340.46,15707.68,381.47
8065,103.62,304.49,798.39,59.68,2168.11,1210.83,334.01,1468.06,1586.38,857.61,7291.88,999.33,1112.92,1825.98,408.43,1050.01,310.5,3225.08,3311.26,301.85,319.8,67.05,3092.49,2383.32,252.3,12682.74,300.3
8066,81.96,239.7,704.04,42.34,1852.46,1036.03,246.64,1303.75,1346.51,726.67,6499.65,898.86,992.79,1598.89,322.18,852.57,242.37,2754.13,2735.7,236.09,273.03,50.79,2615.1,2092.81,203.36,11045.59,255.94
8067,70.6,205.76,651.23,33.46,1680.56,940.72,201.58,1211.04,1216.47,655.76,6050.48,841.2,924.62,1472.66,276.95,747.95,206.76,2497.73,2428.36,201.71,247.56,42.36,2356.84,1930.88,177.49,10140.15,231.83
8068,63.3,184.17,603.08,28.72,1543.12,864.17,176.06,1123.52,1114.94,600.73,5618.55,782.92,858.77,1361.27,248.07,676.41,184.51,2293.18,2208,180.12,227.27,37.39,2157.78,1786.16,160.12,9359.82,212.73
8069,62.6,181.56,634.26,25.86,1597.86,895.46,164.98,1185.46,1150.5,619.31,5938.2,830.8,907.96,1426.87,244.9,680.46,180.8,2373.87,2244.52,176.76,235.23,35.81,2222.18,1874.74,160.34,9785.31,219.98
8070,61.51,178.19,635.13,24.61,1592.63,892.73,159.2,1188.28,1145.53,616.47,5955.24,834.18,910.65,1427.46,240.46,672.2,177.1,2365.88,2224.58,173.24,234.43,34.81,2211.25,1876.25,158.17,9781.71,219.18
8071,64.59,187.43,645.22,27.3,1631.13,913.95,172.4,1205.11,1175.39,632.84,6034.32,843.5,922.57,1452.63,252.74,699.21,186.91,2423.47,2300.87,182.67,240.16,37.22,2271.24,1908.01,164.94,9967.74,224.63
8072,66.67,193.9,638.91,29.99,1632.34,914.18,184.53,1190.68,1179.01,635.18,5955.27,830.17,910.27,1441.69,261.21,713.53,194.17,2425.69,2331.52,189.57,240.4,39.25,2281.37,1891.93,168.85,9910.31,225
8073,97.16,284.22,830.07,50.49,2187.35,1223.25,293.45,1536.61,1590.48,858.4,7659.1,1058.77,1169.85,1885.71,381.97,1009.26,287.5,3252.16,3235.69,280.03,322.4,60.35,3089.43,2467.88,240.81,13030.38,302.25
8074,102.81,300.34,902.62,51.79,2360.56,1320.57,304.59,1673.7,1713.65,924.46,8349.72,1156.67,1275.56,2047.13,403.85,1075.28,303.11,3509.23,3462.68,295.4,347.86,63.1,3325.58,2680.96,256.07,14127.54,325.98
8075,90.67,263.78,864.28,41.1,2211.18,1238.26,252.07,1610.2,1597.56,860.75,8052.34,1122.09,1230.78,1950.8,355.3,968.97,264.26,3285.93,3163.37,257.97,325.66,53.53,3091.78,2559.7,229.38,13412.92,304.82
8076,109.67,320.67,944.85,56.45,2483.92,1389.25,329.28,1750,1805.2,974.17,8725.17,1206.94,1332.75,2145.35,431.02,1141.57,324.14,3692.96,3664.86,315.78,366.1,67.87,3505.53,2808.31,272.23,14818.6,343.17
8077,87.46,254.72,818.23,40.69,2103.66,1177.8,246.93,1522.83,1521.54,820.02,7611.37,1059.27,1163.25,1848.85,342.96,930.07,255.63,3126.42,3026.78,249.45,309.87,52.12,2946.48,2424.9,220.48,12722.41,290.1
8078,82.37,240.12,756.14,39.29,1953.75,1093.61,236.06,1405.73,1414.63,762.64,7022.29,975.98,1073.08,1710.38,323.15,871.5,241.39,2903.87,2827.25,235.45,287.83,49.53,2741.2,2242.29,206.88,11779.48,269.55
8079,85.67,249.08,828.49,38.04,2111.83,1182.83,235.35,1544.75,1524.55,821.24,7728.1,1077.95,1181.33,1868.56,335.61,919.24,249.2,3138.06,3008.25,243.35,311,50.23,2949.09,2452.57,217.37,12839.55,291.02
8080,80.96,234.96,808.84,34.21,2044.81,1145.75,216.11,1510.72,1473.45,793.33,7564.65,1057.42,1156.55,1821.01,316.83,876.53,234.32,3038.04,2884.38,229,301.06,46.66,2847.26,2391.88,206.76,12495.6,281.6
8081,95.38,278.25,862.13,46.4,2236.86,1251.83,276.58,1601.35,1621.06,874.14,7995.84,1110.04,1221.73,1951.88,374.36,1005.06,280.09,3324.86,3252.2,273.13,329.56,57.78,3142.86,2558,238.85,13452.15,308.7
8082,77.97,226.4,771.87,33.42,1955.82,1095.76,209.85,1440.96,1410.05,759.28,7213.48,1007.73,1102.8,1738.62,305.21,842,225.99,2905.95,2766.44,220.82,287.97,45.15,2725.56,2283.21,198.76,11934.68,269.39
8083,97.35,285.5,785.89,53.66,2104.78,1176.19,305.1,1449.58,1535.63,829.55,7211.9,992.37,1101.1,1791.78,383.28,997.33,290.09,3130.21,3168.38,282.26,310.37,61.89,2988.74,2341.61,238.9,12415.62,291.21
8084,92.74,274.37,596.35,61.34,1716.25,956.09,327.55,1081.56,1270.24,688.78,5333.27,717.69,812.71,1382.29,366.97,903.85,283.15,2555.31,2773.52,274.5,253.53,63.67,2492.29,1794.63,219.64,9698.45,238.75
8085,134.98,401.1,761.58,96.43,2296.41,1276.82,502.62,1365.09,1714.39,931.7,6688.8,885.51,1017.86,1785.2,535.5,1283.42,416.95,3421.43,3866.3,403.52,339.59,95.99,3379.91,2307.49,314.19,12629.32,320.51
8086,148.17,440.59,813.77,107.31,2478.54,1377.53,557.04,1454.78,1853.7,1007.88,7118.18,938.86,1082.85,1912.25,588.04,1401.95,458.62,3693.35,4208.03,443.7,366.6,106.04,3658.18,2469.31,343.7,13552.42,346.17
8087,151.69,448.68,982.4,99.86,2820.49,1571.38,534.1,1782.79,2086.55,1131.28,8793.9,1184.32,1340.12,2275.86,600.18,1480.55,462.85,4199.21,4547.86,448.75,416.61,103.94,4092.91,2955.38,359.64,15961.17,392.3
8088,142.47,420.62,973.96,90.35,2746.29,1531.22,489.21,1775.18,2024.58,1096.68,8776.67,1188.97,1338.19,2246.8,563.09,1406.15,432.43,4087.61,4353.87,419.58,405.48,96.04,3963.6,2922.55,340.46,15707.68,381.47
8089,103.62,304.49,798.39,59.68,2168.11,1210.83,334.01,1468.06,1586.38,857.61,7291.88,999.33,1112.92,1825.98,408.43,1050.01,310.5,3225.08,3311.26,301.85,319.8,67.05,3092.49,2383.32,252.3,12682.74,300.3
8090,81.96,239.7,704.04,42.34,1852.46,1036.03,246.64,1303.75,1346.51,726.67,6499.65,898.86,992.79,1598.89,322.18,852.57,242.37,2754.13,2735.7,236.09,273.03,50.79,2615.1,2092.81,203.36,11045.59,255.94
8091,70.6,205.76,651.23,33.46,1680.56,940.72,201.58,1211.04,1216.47,655.76,6050.48,841.2,924.62,1472.66,276.95,747.95,206.76,2497.73,2428.36,201.71,247.56,42.36,2356.84,1930.88,177.49,10140.15,231.83
8092,63.3,184.17,603.08,28.72,1543.12,864.17,176.06,1123.52,1114.94,600.73,5618.55,782.92,858.77,1361.27,248.07,676.41,184.51,2293.18,2208,180.12,227.27,37.39,2157.78,1786.16,160.12,9359.82,212.73
8093,62.6,181.56,634.26,25.86,1597.86,895.46,164.98,1185.46,1150.5,619.31,5938.2,830.8,907.96,1426.87,244.9,680.46,180.8,2373.87,2244.52,176.76,235.23,35.81,2222.18,1874.74,160.34,9785.31,219.98
8094,61.51,178.19,635.13,24.61,1592.63,892.73,159.2,1188.28,1145.53,616.47,5955.24,834.18,910.65,1427.46,240.46,672.2,177.1,2365.88,2224.58,173.24,234.43,34.81,2211.25,1876.25,158.17,9781.71,219.18
8095,64.59,187.43,645.22,27.3,1631.13,913.95,172.4,1205.11,1175.39,632.84,6034.32,843.5,922.57,1452.63,252.74,699.21,186.91,2423.47,2300.87,182.67,240.16,37.22,2271.24,1908.01,164.94,9967.74,224.63
8096,66.67,193.9,638.91,29.99,1632.34,914.18,184.53,1190.68,1179.01,635.18,5955.27,830.17,910.27,1441.69,261.21,713.53,194.17,2425.69,2331.52,189.57,240.4,39.25,2281.37,1891.93,168.85,9910.31,225
8097,97.16,284.22,830.07,50.49,2187.35,1223.25,293.45,1536.61,1590.48,858.4,7659.1,1058.77,1169.85,1885.71,381.97,1009.26,287.5,3252.16,3235.69,280.03,322.4,60.35,3089.43,2467.88,240.81,13030.38,302.25
8098,102.81,300.34,902.62,51.79,2360.56,1320.57,304.59,1673.7,1713.65,924.46,8349.72,1156.67,1275.56,2047.13,403.85,1075.28,303.11,3509.23,3462.68,295.4,347.86,63.1,3325.58,2680.96,256.07,14127.54,325.98
8099,90.67,263.78,864.28,41.1,2211.18,1238.26,252.07,1610.2,1597.56,860.75,8052.34,1122.09,1230.78,1950.8,355.3,968.97,264.26,3285.93,3163.37,257.97,325.66,53.53,3091.78,2559.7,229.38,13412.92,304.82
8100,109.67,320.67,944.85,56.45,2483.92,1389.25,329.28,1750,1805.2,974.17,8725.17,1206.94,1332.75,2145.35,431.02,1141.57,324.14,3692.96,3664.86,315.78,366.1,67.87,3505.53,2808.31,272.23,14818.6,343.17
8101,87.46,254.72,818.23,40.69,2103.66,1177.8,246.93,1522.83,1521.54,820.02,7611.37,1059.27,1163.25,1848.85,342.96,930.07,255.63,3126.42,3026.78,249.45,309.87,52.12,2946.48,2424.9,220.48,12722.41,290.1
8102,82.37,240.12,756.14,39.29,1953.75,1093.61,236.06,1405.73,1414.63,762.64,7022.29,975.98,1073.08,1710.38,323.15,871.5,241.39,2903.87,2827.25,235.45,287.83,49.53,2741.2,2242.29,206.88,11779.48,269.55
8103,85.67,249.08,828.49,38.04,2111.83,1182.83,235.35,1544.75,1524.55,821.24,7728.1,1077.95,1181.33,1868.56,335.61,919.24,249.2,3138.06,3008.25,243.35,311,50.23,2949.09,2452.57,217.37,12839.55,291.02
8104,80.96,234.96,808.84,34.21,2044.81,1145.75,216.11,1510.72,1473.45,793.33,7564.65,1057.42,1156.55,1821.01,316.83,876.53,234.32,3038.04,2884.38,229,301.06,46.66,2847.26,2391.88,206.76,12495.6,281.6
8105,95.38,278.25,862.13,46.4,2236.86,1251.83,276.58,1601.35,1621.06,874.14,7995.84,1110.04,1221.73,1951.88,374.36,1005.06,280.09,3324.86,3252.2,273.13,329.56,57.78,3142.86,2558,238.85,13452.15,308.7
8106,77.97,226.4,771.87,33.42,1955.82,1095.76,209.85,1440.96,1410.05,759.28,7213.48,1007.73,1102.8,1738.62,305.21,842,225.99,2905.95,2766.44,220.82,287.97,45.15,2725.56,2283.21,198.76,11934.68,269.39
8107,97.35,285.5,785.89,53.66,2104.78,1176.19,305.1,1449.58,1535.63,829.55,7211.9,992.37,1101.1,1791.78,383.28,997.33,290.09,3130.21,3168.38,282.26,310.37,61.89,2988.74,2341.61,238.9,12415.62,291.21
8108,92.74,274.37,596.35,61.34,1716.25,956.09,327.55,1081.56,1270.24,688.78,5333.27,717.69,812.71,1382.29,366.97,903.85,283.15,2555.31,2773.52,274.5,253.53,63.67,2492.29,1794.63,219.64,9698.45,238.75
8109,134.98,401.1,761.58,96.43,2296.41,1276.82,502.62,1365.09,1714.39,931.7,6688.8,885.51,1017.86,1785.2,535.5,1283.42,416.95,3421.43,3866.3,403.52,339.59,95.99,3379.91,2307.49,314.19,12629.32,320.51
8110,148.17,440.59,813.77,107.31,2478.54,1377.53,557.04,1454.78,1853.7,1007.88,7118.18,938.86,1082.85,1912.25,588.04,1401.95,458.62,3693.35,4208.03,443.7,366.6,106.04,3658.18,2469.31,343.7,13552.42,346.17
8111,151.69,448.68,982.4,99.86,2820.49,1571.38,534.1,1782.79,2086.55,1131.28,8793.9,1184.32,1340.12,2275.86,600.18,1480.55,462.85,4199.21,4547.86,448.75,416.61,103.94,4092.91,2955.38,359.64,15961.17,392.3
8112,142.47,420.62,973.96,90.35,2746.29,1531.22,489.21,1775.18,2024.58,1096.68,8776.67,1188.97,1338.19,2246.8,563.09,1406.15,432.43,4087.61,4353.87,419.58,405.48,96.04,3963.6,2922.55,340.46,15707.68,381.47
8113,103.62,304.49,798.39,59.68,2168.11,1210.83,334.01,1468.06,1586.38,857.61,7291.88,999.33,1112.92,1825.98,408.43,1050.01,310.5,3225.08,3311.26,301.85,319.8,67.05,3092.49,2383.32,252.3,12682.74,300.3
8114,81.96,239.7,704.04,42.34,1852.46,1036.03,246.64,1303.75,1346.51,726.67,6499.65,898.86,992.79,1598.89,322.18,852.57,242.37,2754.13,2735.7,236.09,273.03,50.79,2615.1,2092.81,203.36,11045.59,255.94
8115,70.6,205.76,651.23,33.46,1680.56,940.72,201.58,1211.04,1216.47,655.76,6050.48,841.2,924.62,1472.66,276.95,747.95,206.76,2497.73,2428.36,201.71,247.56,42.36,2356.84,1930.88,177.49,10140.15,231.83
8116,63.3,184.17,603.08,28.72,1543.12,864.17,176.06,1123.52,1114.94,600.73,5618.55,782.92,858.77,1361.27,248.07,676.41,184.51,2293.18,2208,180.12,227.27,37.39,2157.78,1786.16,160.12,9359.82,212.73
8117,62.6,181.56,634.26,25.86,1597.86,895.46,164.98,1185.46,1150.5,619.31,5938.2,830.8,907.96,1426.87,244.9,680.46,180.8,2373.87,2244.52,176.76,235.23,35.81,2222.18,1874.74,160.34,9785.31,219.98
8118,61.51,178.19,635.13,24.61,1592.63,892.73,159.2,1188.28,1145.53,616.47,5955.24,834.18,910.65,1427.46,240.46,672.2,177.1,2365.88,2224.58,173.24,234.43,34.81,2211.25,1876.25,158.17,9781.71,219.18
8119,64.59,187.43,645.22,27.3,1631.13,913.95,172.4,1205.11,1175.39,632.84,6034.32,843.5,922.57,1452.63,252.74,699.21,186.91,2423.47,2300.87,182.67,240.16,37.22,2271.24,1908.01,164.94,9967.74,224.63
8120,66.67,193.9,638.91,29.99,1632.34,914.18,184.53,1190.68,1179.01,635.18,5955.27,830.17,910.27,1441.69,261.21,713.53,194.17,2425.69,2331.52,189.57,240.4,39.25,2281.37,1891.93,168.85,9910.31,225
8121,97.16,284.22,830.07,50.49,2187.35,1223.25,293.45,1536.61,1590.48,858.4,7659.1,1058.77,1169.85,1885.71,381.97,1009.26,287.5,3252.16,3235.69,280.03,322.4,60.35,3089.43,2467.88,240.81,13030.38,302.25
8122,102.81,300.34,902.62,51.79,2360.56,1320.57,304.59,1673.7,1713.65,924.46,8349.72,1156.67,1275.56,2047.13,403.85,1075.28,303.11,3509.23,3462.68,295.4,347.86,63.1,3325.58,2680.96,256.07,14127.54,325.98
8123,90.67,263.78,864.28,41.1,2211.18,1238.26,252.07,1610.2,1597.56,860.75,8052.34,1122.09,1230.78,1950.8,355.3,968.97,264.26,3285.93,3163.37,257.97,325.66,53.53,3091.78,2559.7,229.38,13412.92,304.82
8124,109.67,320.67,944.85,56.45,2483.92,1389.25,329.28,1750,1805.2,974.17,8725.17,1206.94,1332.75,2145.35,431.02,1141.57,324.14,3692.96,3664.86,315.78,366.1,67.87,3505.53,2808.31,272.23,14818.6,343.17
8125,87.46,254.72,818.23,40.69,2103.66,1177.8,246.93,1522.83,1521.54,820.02,7611.37,1059.27,1163.25,1848.85,342.96,930.07,255.63,3126.42,3026.78,249.45,309.87,52.12,2946.48,2424.9,220.48,12722.41,290.1
8126,82.37,240.12,756.14,39.29,1953.75,1093.61,236.06,1405.73,1414.63,762.64,7022.29,975.98,1073.08,1710.38,323.15,871.5,241.39,2903.87,2827.25,235.45,287.83,49.53,2741.2,2242.29,206.88,11779.48,269.55
8127,85.67,249.08,828.49,38.04,2111.83,1182.83,235.35,1544.75,1524.55,821.24,7728.1,1077.95,1181.33,1868.56,335.61,919.24,249.2,3138.06,3008.25,243.35,311,50.23,2949.09,2452.57,217.37,12839.55,291.02
8128,80.96,234.96,808.84,34.21,2044.81,1145.75,216.11,1510.72,1473.45,793.33,7564.65,1057.42,1156.55,1821.01,316.83,876.53,234.32,3038.04,2884.38,229,301.06,46.66,2847.26,2391.88,206.76,12495.6,281.6
8129,95.38,278.25,862.13,46.4,2236.86,1251.83,276.58,1601.35,1621.06,874.14,7995.84,1110.04,1221.73,1951.88,374.36,1005.06,280.09,3324.86,3252.2,273.13,329.56,57.78,3142.86,2558,238.85,13452.15,308.7
8130,77.97,226.4,771.87,33.42,1955.82,1095.76,209.85,1440.96,1410.05,759.28,7213.48,1007.73,1102.8,1738.62,305.21,842,225.99,2905.95,2766.44,220.82,287.97,45.15,2725.56,2283.21,198.76,11934.68,269.39
8131,97.35,285.5,785.89,53.66,2104.78,1176.19,305.1,1449.58,1535.63,829.55,7211.9,992.37,1101.1,1791.78,383.28,997.33,290.09,3130.21,3168.38,282.26,310.37,61.89,2988.74,2341.61,238.9,12415.62,291.21
8132,92.74,274.37,596.35,61.34,1716.25,956.09,327.55,1081.56,1270.24,688.78,5333.27,717.69,812.71,1382.29,366.97,903.85,283.15,2555.31,2773.52,274.5,253.53,63.67,2492.29,1794.63,219.64,9698.45,238.75
8133,134.98,401.1,761.58,96.43,2296.41,1276.82,502.62,1365.09,1714.39,931.7,6688.8,885.51,1017.86,1785.2,535.5,1283.42,416.95,3421.43,3866.3,403.52,339.59,95.99,3379.91,2307.49,314.19,12629.32,320.51
8134,148.17,440.59,813.77,107.31,2478.54,1377.53,557.04,1454.78,1853.7,1007.88,7118.18,938.86,1082.85,1912.25,588.04,1401.95,458.62,3693.35,4208.03,443.7,366.6,106.04,3658.18,2469.31,343.7,13552.42,346.17
8135,151.69,448.68,982.4,99.86,2820.49,1571.38,534.1,1782.79,2086.55,1131.28,8793.9,1184.32,1340.12,2275.86,600.18,1480.55,462.85,4199.21,4547.86,448.75,416.61,103.94,4092.91,2955.38,359.64,15961.17,392.3
8136,142.47,420.62,973.96,90.35,2746.29,1531.22,489.21,1775.18,2024.58,1096.68,8776.67,1188.97,1338.19,2246.8,563.09,1406.15,432.43,4087.61,4353.87,419.58,405.48,96.04,3963.6,2922.55,340.46,15707.68,381.47
8137,103.62,304.49,798.39,59.68,2168.11,1210.83,334.01,1468.06,1586.38,857.61,7291.88,999.33,1112.92,1825.98,408.43,1050.01,310.5,3225.08,3311.26,301.85,319.8,67.05,3092.49,2383.32,252.3,12682.74,300.3
8138,81.96,239.7,704.04,42.34,1852.46,1036.03,246.64,1303.75,1346.51,726.67,6499.65,898.86,992.79,1598.89,322.18,852.57,242.37,2754.13,2735.7,236.09,273.03,50.79,2615.1,2092.81,203.36,11045.59,255.94
8139,70.6,205.76,651.23,33.46,1680.56,940.72,201.58,1211.04,1216.47,655.76,6050.48,841.2,924.62,1472.66,276.95,747.95,206.76,2497.73,2428.36,201.71,247.56,42.36,2356.84,1930.88,177.49,10140.15,231.83
8140,63.3,184.17,603.08,28.72,1543.12,864.17,176.06,1123.52,1114.94,600.73,5618.55,782.92,858.77,1361.27,248.07,676.41,184.51,2293.18,2208,180.12,227.27,37.39,2157.78,1786.16,160.12,9359.82,212.73
8141,62.6,181.56,634.26,25.86,1597.86,895.46,164.98,1185.46,1150.5,619.31,5938.2,830.8,907.96,1426.87,244.9,680.46,180.8,2373.87,2244.52,176.76,235.23,35.81,2222.18,1874.74,160.34,9785.31,219.98
8142,61.51,178.19,635.13,24.61,1592.63,892.73,159.2,1188.28,1145.53,616.47,5955.24,834.18,910.65,1427.46,240.46,672.2,177.1,2365.88,2224.58,173.24,234.43,34.81,2211.25,1876.25,158.17,9781.71,219.18
8143,64.59,187.43,645.22,27.3,1631.13,913.95,172.4,1205.11,1175.39,632.84,6034.32,843.5,922.57,1452.63,252.74,699.21,186.91,2423.47,2300.87,182.67,240.16,37.22,2271.24,1908.01,164.94,9967.74,224.63
8144,66.67,193.9,638.91,29.99,1632.34,914.18,184.53,1190.68,1179.01,635.18,5955.27,830.17,910.27,1441.69,261.21,713.53,194.17,2425.69,2331.52,189.57,240.4,39.25,2281.37,1891.93,168.85,9910.31,225
8145,97.16,284.22,830.07,50.49,2187.35,1223.25,293.45,1536.61,1590.48,858.4,7659.1,1058.77,1169.85,1885.71,381.97,1009.26,287.5,3252.16,3235.69,280.03,322.4,60.35,3089.43,2467.88,240.81,13030.38,302.25
8146,102.81,300.34,902.62,51.79,2360.56,1320.57,304.59,1673.7,1713.65,924.46,8349.72,1156.67,1275.56,2047.13,403.85,1075.28,303.11,3509.23,3462.68,295.4,347.86,63.1,3325.58,2680.96,256.07,14127.54,325.98
8147,90.67,263.78,864.28,41.1,2211.18,1238.26,252.07,1610.2,1597.56,860.75,8052.34,1122.09,1230.78,1950.8,355.3,968.97,264.26,3285.93,3163.37,257.97,325.66,53.53,3091.78,2559.7,229.38,13412.92,304.82
8148,109.67,320.67,944.85,56.45,2483.92,1389.25,329.28,1750,1805.2,974.17,8725.17,1206.94,1332.75,2145.35,431.02,1141.57,324.14,3692.96,3664.86,315.78,366.1,67.87,3505.53,2808.31,272.23,14818.6,343.17
8149,87.46,254.72,818.23,40.69,2103.66,1177.8,246.93,1522.83,1521.54,820.02,7611.37,1059.27,1163.25,1848.85,342.96,930.07,255.63,3126.42,3026.78,249.45,309.87,52.12,2946.48,2424.9,220.48,12722.41,290.1
8150,82.37,240.12,756.14,39.29,1953.75,1093.61,236.06,1405.73,1414.63,762.64,7022.29,975.98,1073.08,1710.38,323.15,871.5,241.39,2903.87,2827.25,235.45,287.83,49.53,2741.2,2242.29,206.88,11779.48,269.55
8151,85.67,249.08,828.49,38.04,2111.83,1182.83,235.35,1544.75,1524.55,821.24,7728.1,1077.95,1181.33,1868.56,335.61,919.24,249.2,3138.06,3008.25,243.35,311,50.23,2949.09,2452.57,217.37,12839.55,291.02
8152,80.96,234.96,808.84,34.21,2044.81,1145.75,216.11,1510.72,1473.45,793.33,7564.65,1057.42,1156.55,1821.01,316.83,876.53,234.32,3038.04,2884.38,229,301.06,46.66,2847.26,2391.88,206.76,12495.6,281.6
8153,95.38,278.25,862.13,46.4,2236.86,1251.83,276.58,1601.35,1621.06,874.14,7995.84,1110.04,1221.73,1951.88,374.36,1005.06,280.09,3324.86,3252.2,273.13,329.56,57.78,3142.86,2558,238.85,13452.15,308.7
8154,77.97,226.4,771.87,33.42,1955.82,1095.76,209.85,1440.96,1410.05,759.28,7213.48,1007.73,1102.8,1738.62,305.21,842,225.99,2905.95,2766.44,220.82,287.97,45.15,2725.56,2283.21,198.76,11934.68,269.39
