Time_Index,h2_BR_AC,h2_BR_AL,h2_BR_AP,h2_BR_AM,h2_BR_BA,h2_BR_CE,h2_BR_DF,h2_BR_ES,h2_BR_GO,h2_BR_MA,h2_BR_MT,h2_BR_MS,h2_BR_MG,h2_BR_PA,h2_BR_PB,h2_BR_PR,h2_BR_PE,h2_BR_PI,h2_BR_RJ,h2_BR_RN,h2_BR_RS,h2_BR_RO,h2_BR_RR,h2_BR_SC,h2_BR_SP,h2_BR_SE,h2_BR_TO
539,96.38,220.97,969.09,33.98,2224.02,1308.22,242.1,1508.21,1540.23,742.25,8032.19,1164.4,1360.07,1801.86,365.94,999.77,248.29,3440.22,3612.59,260.28,337.53,48.95,2965.91,2857.44,220.67,13556.95,345.07
540,116.28,275.87,1044.51,47.49,2480.84,1466.23,316.38,1631.42,1735.37,847.75,8647.69,1242.75,1460.86,1972.81,437.77,1162.93,299.75,3835.75,4172.61,318.82,379.88,61.03,3316.36,3134.79,261.84,14977.91,384.22
541,92.94,214.48,915.16,33.76,2113.2,1244.09,237.19,1425.2,1466.15,708.31,7583.79,1097.7,1283.61,1706.32,352.27,957.31,239.43,3268.54,3454.63,251.71,321.23,47.5,2819.36,2706.92,212.1,12859.03,327.77
542,87.48,203.23,843.51,32.72,1960.05,1154.94,226.75,1314.46,1362.41,659.87,6988.61,1009.97,1182.37,1577.24,331.05,894.88,225.41,3031.38,3225.09,237.61,298.44,44.99,2616.16,2503.05,199.01,11906.09,303.91
543,91.12,207.79,930.72,31.36,2126.18,1249.84,226.03,1447.81,1470.43,707.28,7715.25,1119.73,1306.81,1726.91,346.38,950.2,234.69,3289.04,3436.9,245.49,322.29,46.04,2834.49,2737.89,209.13,12977.27,329.97
544,86.19,194.15,912.44,27.99,2063.18,1211.03,207.52,1417.89,1422.44,681.28,7566.17,1100.86,1282.42,1685.2,328.58,909.88,221.93,3192.03,3298.64,230.96,311.87,43.04,2748.47,2670.17,198.94,12629.58,320.37
545,101.25,236.47,959.68,38.74,2241.66,1321.84,265.71,1496.32,1560.53,757.4,7949.83,1147.37,1344.51,1798.78,382.68,1030.01,260.92,3466.68,3708.06,275.68,341.78,52.34,2993.14,2855.45,229.76,13596.84,347.47
546,82.98,187.59,869.72,27.42,1972.16,1158.08,201.53,1351.89,1360.89,652.58,7211.26,1048.49,1222.03,1608.35,316.1,873.0,213.69,3051.13,3162.9,222.72,298.35,41.58,2627.77,2548.79,191.23,12062.81,306.19
547,103.06,249.4,860.09,45.52,2092.21,1240.52,293.21,1346.85,1473.39,726.22,7115.27,1016.09,1199.96,1642.63,386.04,1007.93,265.78,3233.89,3600.39,285.09,322.29,55.12,2801.4,2613.77,229.74,12549.4,323.63
548,97.72,250.57,625.95,53.03,1676.06,1005.8,314.92,990.93,1210.2,615.94,5161.02,717.03,864.09,1251.79,360.35,889.88,252.3,2587.66,3131.05,277.59,264.01,55.26,2257.97,2002.93,211.13,9803.62,258.05
549,141.92,373.87,775.96,83.95,2218.11,1341.08,483.32,1238.23,1626.46,843.56,6381.86,868.3,1062.72,1603.3,519.41,1246.24,366.66,3422.06,4349.0,408.28,354.25,82.36,2999.71,2575.14,301.94,12766.84,340.51
550,155.71,412.23,823.57,93.55,2388.51,1446.41,535.66,1316.61,1757.08,914.88,6769.56,916.56,1125.88,1714.29,569.02,1357.64,402.31,3684.4,4730.01,449.0,382.57,90.8,3232.76,2755.68,330.28,13700.09,366.44
551,159.86,409.28,1032.7,86.28,2756.02,1653.22,513.49,1634.22,1988.37,1010.96,8515.67,1184.29,1426.13,2061.84,589.79,1458.8,412.74,4255.16,5135.17,453.78,433.82,90.27,3712.16,3298.5,345.7,16134.14,424.4
552,150.3,380.04,1035.03,77.8,2695.23,1611.97,470.3,1633.21,1932.61,975.07,8542.43,1196.77,1433.36,2041.9,556.42,1393.82,387.95,4162.51,4923.65,424.18,421.92,83.85,3624.77,3261.92,327.29,15877.71,415.51
553,109.58,268.72,867.1,50.86,2147.67,1276.4,321.0,1360.53,1519.92,754.02,7169.01,1018.77,1207.45,1670.12,409.06,1055.28,282.68,3318.84,3757.57,304.97,332.29,59.37,2879.11,2660.28,242.62,12819.5,331.91
554,86.91,206.36,777.95,35.63,1849.75,1093.4,236.97,1215.25,1294.31,632.55,6440.63,925.31,1087.94,1470.1,327.09,868.19,224.02,2859.93,3114.45,238.38,283.32,45.65,2472.91,2336.13,195.59,11164.4,286.46
555,74.99,173.93,726.97,27.84,1686.54,993.54,193.63,1132.66,1171.73,567.15,6023.33,870.82,1019.17,1358.33,283.92,768.47,193.22,2608.42,2770.45,203.55,256.69,38.51,2250.83,2155.44,170.74,10249.14,261.52
556,67.29,154.3,676.16,23.75,1552.06,912.96,169.11,1052.34,1074.91,518.05,5604.19,812.39,948.95,1257.32,255.47,697.85,173.35,2400.78,2521.56,181.74,235.56,34.18,2069.83,1993.91,154.05,9460.24,240.81
557,66.67,149.37,716.72,21.09,1613.69,946.61,158.43,1113.27,1111.1,531.19,5943.98,865.74,1007.76,1321.18,254.5,707.63,171.66,2496.74,2567.99,178.26,243.64,33.12,2149.0,2092.85,154.29,9890.2,250.62
558,65.53,145.74,719.41,19.96,1610.41,943.89,152.86,1116.78,1106.88,527.87,5967.21,870.33,1012.08,1322.68,250.63,700.79,168.73,2491.85,2546.61,174.67,242.77,32.33,2143.72,2094.55,152.2,9886.49,250.2
559,68.75,154.87,727.86,22.32,1645.8,966.03,165.55,1131.05,1134.69,543.45,6035.48,878.15,1022.98,1344.27,262.11,725.81,177.03,2546.27,2631.39,184.25,248.78,34.33,2192.45,2129.98,158.7,10074.59,255.55
560,70.89,162.18,716.9,24.77,1642.43,965.86,177.23,1115.54,1136.87,547.48,5942.2,861.8,1006.3,1331.91,269.24,736.72,182.58,2540.64,2663.06,191.25,249.15,35.93,2190.04,2112.0,162.43,10016.67,254.86
561,103.0,245.02,916.45,42.53,2183.29,1290.91,281.96,1431.9,1528.55,747.58,7586.82,1089.41,1281.37,1733.37,387.52,1027.07,265.53,3375.54,3683.03,282.74,334.58,54.19,2919.21,2754.8,231.62,13170.59,338.08
562,109.06,257.17,1000.61,43.46,2360.79,1394.01,292.64,1561.75,1648.24,803.11,8286.03,1192.81,1400.41,1884.11,411.21,1097.95,281.09,3650.45,3944.66,298.2,360.88,56.9,3154.43,2992.68,246.31,14279.52,365.75
563,96.38,220.97,969.09,33.98,2224.02,1308.22,242.1,1508.21,1540.23,742.25,8032.19,1164.4,1360.07,1801.86,365.94,999.77,248.29,3440.22,3612.59,260.28,337.53,48.95,2965.91,2857.44,220.67,13556.95,345.07
564,116.28,275.87,1044.51,47.49,2480.84,1466.23,316.38,1631.42,1735.37,847.75,8647.69,1242.75,1460.86,1972.81,437.77,1162.93,299.75,3835.75,4172.61,318.82,379.88,61.03,3316.36,3134.79,261.84,14977.91,384.22
565,92.94,214.48,915.16,33.76,2113.2,1244.09,237.19,1425.2,1466.15,708.31,7583.79,1097.7,1283.61,1706.32,352.27,957.31,239.43,3268.54,3454.63,251.71,321.23,47.5,2819.36,2706.92,212.1,12859.03,327.77
566,87.48,203.23,843.51,32.72,1960.05,1154.94,226.75,1314.46,1362.41,659.87,6988.61,1009.97,1182.37,1577.24,331.05,894.88,225.41,3031.38,3225.09,237.61,298.44,44.99,2616.16,2503.05,199.01,11906.09,303.91
567,91.12,207.79,930.72,31.36,2126.18,1249.84,226.03,1447.81,1470.43,707.28,7715.25,1119.73,1306.81,1726.91,346.38,950.2,234.69,3289.04,3436.9,245.49,322.29,46.04,2834.49,2737.89,209.13,12977.27,329.97
568,86.19,194.15,912.44,27.99,2063.18,1211.03,207.52,1417.89,1422.44,681.28,7566.17,1100.86,1282.42,1685.2,328.58,909.88,221.93,3192.03,3298.64,230.96,311.87,43.04,2748.47,2670.17,198.94,12629.58,320.37
569,101.25,236.47,959.68,38.74,2241.66,1321.84,265.71,1496.32,1560.53,757.4,7949.83,1147.37,1344.51,1798.78,382.68,1030.01,260.92,3466.68,3708.06,275.68,341.78,52.34,2993.14,2855.45,229.76,13596.84,347.47
570,82.98,187.59,869.72,27.42,1972.16,1158.08,201.53,1351.89,1360.89,652.58,7211.26,1048.49,1222.03,1608.35,316.1,873.0,213.69,3051.13,3162.9,222.72,298.35,41.58,2627.77,2548.79,191.23,12062.81,306.19
571,103.06,249.4,860.09,45.52,2092.21,1240.52,293.21,1346.85,1473.39,726.22,7115.27,1016.09,1199.96,1642.63,386.04,1007.93,265.78,3233.89,3600.39,285.09,322.29,55.12,2801.4,2613.77,229.74,12549.4,323.63
572,97.72,250.57,625.95,53.03,1676.06,1005.8,314.92,990.93,1210.2,615.94,5161.02,717.03,864.09,1251.79,360.35,889.88,252.3,2587.66,3131.05,277.59,264.01,55.26,2257.97,2002.93,211.13,9803.62,258.05
573,141.92,373.87,775.96,83.95,2218.11,1341.08,483.32,1238.23,1626.46,843.56,6381.86,868.3,1062.72,1603.3,519.41,1246.24,366.66,3422.06,4349.0,408.28,354.25,82.36,2999.71,2575.14,301.94,12766.84,340.51
574,155.71,412.23,823.57,93.55,2388.51,1446.41,535.66,1316.61,1757.08,914.88,6769.56,916.56,1125.88,1714.29,569.02,1357.64,402.31,3684.4,4730.01,449.0,382.57,90.8,3232.76,2755.68,330.28,13700.09,366.44
575,159.86,409.28,1032.7,86.28,2756.02,1653.22,513.49,1634.22,1988.37,1010.96,8515.67,1184.29,1426.13,2061.84,589.79,1458.8,412.74,4255.16,5135.17,453.78,433.82,90.27,3712.16,3298.5,345.7,16134.14,424.4
576,150.3,380.04,1035.03,77.8,2695.23,1611.97,470.3,1633.21,1932.61,975.07,8542.43,1196.77,1433.36,2041.9,556.42,1393.82,387.95,4162.51,4923.65,424.18,421.92,83.85,3624.77,3261.92,327.29,15877.71,415.51
577,109.58,268.72,867.1,50.86,2147.67,1276.4,321.0,1360.53,1519.92,754.02,7169.01,1018.77,1207.45,1670.12,409.06,1055.28,282.68,3318.84,3757.57,304.97,332.29,59.37,2879.11,2660.28,242.62,12819.5,331.91
578,86.91,206.36,777.95,35.63,1849.75,1093.4,236.97,1215.25,1294.31,632.55,6440.63,925.31,1087.94,1470.1,327.09,868.19,224.02,2859.93,3114.45,238.38,283.32,45.65,2472.91,2336.13,195.59,11164.4,286.46
579,74.99,173.93,726.97,27.84,1686.54,993.54,193.63,1132.66,1171.73,567.15,6023.33,870.82,1019.17,1358.33,283.92,768.47,193.22,2608.42,2770.45,203.55,256.69,38.51,2250.83,2155.44,170.74,10249.14,261.52
580,67.29,154.3,676.16,23.75,1552.06,912.96,169.11,1052.34,1074.91,518.05,5604.19,812.39,948.95,1257.32,255.47,697.85,173.35,2400.78,2521.56,181.74,235.56,34.18,2069.83,1993.91,154.05,9460.24,240.81
581,66.67,149.37,716.72,21.09,1613.69,946.61,158.43,1113.27,1111.1,531.19,5943.98,865.74,1007.76,1321.18,254.5,707.63,171.66,2496.74,2567.99,178.26,243.64,33.12,2149.0,2092.85,154.29,9890.2,250.62
582,65.53,145.74,719.41,19.96,1610.41,943.89,152.86,1116.78,1106.88,527.87,5967.21,870.33,1012.08,1322.68,250.63,700.79,168.73,2491.85,2546.61,174.67,242.77,32.33,2143.72,2094.55,152.2,9886.49,250.2
583,68.75,154.87,727.86,22.32,1645.8,966.03,165.55,1131.05,1134.69,543.45,6035.48,878.15,1022.98,1344.27,262.11,725.81,177.03,2546.27,2631.39,184.25,248.78,34.33,2192.45,2129.98,158.7,10074.59,255.55
584,70.89,162.18,716.9,24.77,1642.43,965.86,177.23,1115.54,1136.87,547.48,5942.2,861.8,1006.3,1331.91,269.24,736.72,182.58,2540.64,2663.06,191.25,249.15,35.93,2190.04,2112.0,162.43,10016.67,254.86
585,103.0,245.02,916.45,42.53,2183.29,1290.91,281.96,1431.9,1528.55,747.58,7586.82,1089.41,1281.37,1733.37,387.52,1027.07,265.53,3375.54,3683.03,282.74,334.58,54.19,2919.21,2754.8,231.62,13170.59,338.08
586,109.06,257.17,1000.61,43.46,2360.79,1394.01,292.64,1561.75,1648.24,803.11,8286.03,1192.81,1400.41,1884.11,411.21,1097.95,281.09,3650.45,3944.66,298.2,360.88,56.9,3154.43,2992.68,246.31,14279.52,365.75
587,96.38,220.97,969.09,33.98,2224.02,1308.22,242.1,1508.21,1540.23,742.25,8032.19,1164.4,1360.07,1801.86,365.94,999.77,248.29,3440.22,3612.59,260.28,337.53,48.95,2965.91,2857.44,220.67,13556.95,345.07
588,116.28,275.87,1044.51,47.49,2480.84,1466.23,316.38,1631.42,1735.37,847.75,8647.69,1242.75,1460.86,1972.81,437.77,1162.93,299.75,3835.75,4172.61,318.82,379.88,61.03,3316.36,3134.79,261.84,14977.91,384.22
589,92.94,214.48,915.16,33.76,2113.2,1244.09,237.19,1425.2,1466.15,708.31,7583.79,1097.7,1283.61,1706.32,352.27,957.31,239.43,3268.54,3454.63,251.71,321.23,47.5,2819.36,2706.92,212.1,12859.03,327.77
590,87.48,203.23,843.51,32.72,1960.05,1154.94,226.75,1314.46,1362.41,659.87,6988.61,1009.97,1182.37,1577.24,331.05,894.88,225.41,3031.38,3225.09,237.61,298.44,44.99,2616.16,2503.05,199.01,11906.09,303.91
591,91.12,207.79,930.72,31.36,2126.18,1249.84,226.03,1447.81,1470.43,707.28,7715.25,1119.73,1306.81,1726.91,346.38,950.2,234.69,3289.04,3436.9,245.49,322.29,46.04,2834.49,2737.89,209.13,12977.27,329.97
592,86.19,194.15,912.44,27.99,2063.18,1211.03,207.52,1417.89,1422.44,681.28,7566.17,1100.86,1282.42,1685.2,328.58,909.88,221.93,3192.03,3298.64,230.96,311.87,43.04,2748.47,2670.17,198.94,12629.58,320.37
593,101.25,236.47,959.68,38.74,2241.66,1321.84,265.71,1496.32,1560.53,757.4,7949.83,1147.37,1344.51,1798.78,382.68,1030.01,260.92,3466.68,3708.06,275.68,341.78,52.34,2993.14,2855.45,229.76,13596.84,347.47
594,82.98,187.59,869.72,27.42,1972.16,1158.08,201.53,1351.89,1360.89,652.58,7211.26,1048.49,1222.03,1608.35,316.1,873.0,213.69,3051.13,3162.9,222.72,298.35,41.58,2627.77,2548.79,191.23,12062.81,306.19
595,103.06,249.4,860.09,45.52,2092.21,1240.52,293.21,1346.85,1473.39,726.22,7115.27,1016.09,1199.96,1642.63,386.04,1007.93,265.78,3233.89,3600.39,285.09,322.29,55.12,2801.4,2613.77,229.74,12549.4,323.63
596,97.72,250.57,625.95,53.03,1676.06,1005.8,314.92,990.93,1210.2,615.94,5161.02,717.03,864.09,1251.79,360.35,889.88,252.3,2587.66,3131.05,277.59,264.01,55.26,2257.97,2002.93,211.13,9803.62,258.05
597,141.92,373.87,775.96,83.95,2218.11,1341.08,483.32,1238.23,1626.46,843.56,6381.86,868.3,1062.72,1603.3,519.41,1246.24,366.66,3422.06,4349.0,408.28,354.25,82.36,2999.71,2575.14,301.94,12766.84,340.51
598,155.71,412.23,823.57,93.55,2388.51,1446.41,535.66,1316.61,1757.08,914.88,6769.56,916.56,1125.88,1714.29,569.02,1357.64,402.31,3684.4,4730.01,449.0,382.57,90.8,3232.76,2755.68,330.28,13700.09,366.44
599,159.86,409.28,1032.7,86.28,2756.02,1653.22,513.49,1634.22,1988.37,1010.96,8515.67,1184.29,1426.13,2061.84,589.79,1458.8,412.74,4255.16,5135.17,453.78,433.82,90.27,3712.16,3298.5,345.7,16134.14,424.4
600,150.3,380.04,1035.03,77.8,2695.23,1611.97,470.3,1633.21,1932.61,975.07,8542.43,1196.77,1433.36,2041.9,556.42,1393.82,387.95,4162.51,4923.65,424.18,421.92,83.85,3624.77,3261.92,327.29,15877.71,415.51
601,109.58,268.72,867.1,50.86,2147.67,1276.4,321.0,1360.53,1519.92,754.02,7169.01,1018.77,1207.45,1670.12,409.06,1055.28,282.68,3318.84,3757.57,304.97,332.29,59.37,2879.11,2660.28,242.62,12819.5,331.91
602,86.91,206.36,777.95,35.63,1849.75,1093.4,236.97,1215.25,1294.31,632.55,6440.63,925.31,1087.94,1470.1,327.09,868.19,224.02,2859.93,3114.45,238.38,283.32,45.65,2472.91,2336.13,195.59,11164.4,286.46
603,74.99,173.93,726.97,27.84,1686.54,993.54,193.63,1132.66,1171.73,567.15,6023.33,870.82,1019.17,1358.33,283.92,768.47,193.22,2608.42,2770.45,203.55,256.69,38.51,2250.83,2155.44,170.74,10249.14,261.52
604,67.29,154.3,676.16,23.75,1552.06,912.96,169.11,1052.34,1074.91,518.05,5604.19,812.39,948.95,1257.32,255.47,697.85,173.35,2400.78,2521.56,181.74,235.56,34.18,2069.83,1993.91,154.05,9460.24,240.81
605,66.67,149.37,716.72,21.09,1613.69,946.61,158.43,1113.27,1111.1,531.19,5943.98,865.74,1007.76,1321.18,254.5,707.63,171.66,2496.74,2567.99,178.26,243.64,33.12,2149.0,2092.85,154.29,9890.2,250.62
606,65.53,145.74,719.41,19.96,1610.41,943.89,152.86,1116.78,1106.88,527.87,5967.21,870.33,1012.08,1322.68,250.63,700.79,168.73,2491.85,2546.61,174.67,242.77,32.33,2143.72,2094.55,152.2,9886.49,250.2
607,68.75,154.87,727.86,22.32,1645.8,966.03,165.55,1131.05,1134.69,543.45,6035.48,878.15,1022.98,1344.27,262.11,725.81,177.03,2546.27,2631.39,184.25,248.78,34.33,2192.45,2129.98,158.7,10074.59,255.55
608,70.89,162.18,716.9,24.77,1642.43,965.86,177.23,1115.54,1136.87,547.48,5942.2,861.8,1006.3,1331.91,269.24,736.72,182.58,2540.64,2663.06,191.25,249.15,35.93,2190.04,2112.0,162.43,10016.67,254.86
609,103.0,245.02,916.45,42.53,2183.29,1290.91,281.96,1431.9,1528.55,747.58,7586.82,1089.41,1281.37,1733.37,387.52,1027.07,265.53,3375.54,3683.03,282.74,334.58,54.19,2919.21,2754.8,231.62,13170.59,338.08
610,109.06,257.17,1000.61,43.46,2360.79,1394.01,292.64,1561.75,1648.24,803.11,8286.03,1192.81,1400.41,1884.11,411.21,1097.95,281.09,3650.45,3944.66,298.2,360.88,56.9,3154.43,2992.68,246.31,14279.52,365.75
611,96.38,220.97,969.09,33.98,2224.02,1308.22,242.1,1508.21,1540.23,742.25,8032.19,1164.4,1360.07,1801.86,365.94,999.77,248.29,3440.22,3612.59,260.28,337.53,48.95,2965.91,2857.44,220.67,13556.95,345.07
612,116.28,275.87,1044.51,47.49,2480.84,1466.23,316.38,1631.42,1735.37,847.75,8647.69,1242.75,1460.86,1972.81,437.77,1162.93,299.75,3835.75,4172.61,318.82,379.88,61.03,3316.36,3134.79,261.84,14977.91,384.22
613,92.94,214.48,915.16,33.76,2113.2,1244.09,237.19,1425.2,1466.15,708.31,7583.79,1097.7,1283.61,1706.32,352.27,957.31,239.43,3268.54,3454.63,251.71,321.23,47.5,2819.36,2706.92,212.1,12859.03,327.77
614,87.48,203.23,843.51,32.72,1960.05,1154.94,226.75,1314.46,1362.41,659.87,6988.61,1009.97,1182.37,1577.24,331.05,894.88,225.41,3031.38,3225.09,237.61,298.44,44.99,2616.16,2503.05,199.01,11906.09,303.91
615,91.12,207.79,930.72,31.36,2126.18,1249.84,226.03,1447.81,1470.43,707.28,7715.25,1119.73,1306.81,1726.91,346.38,950.2,234.69,3289.04,3436.9,245.49,322.29,46.04,2834.49,2737.89,209.13,12977.27,329.97
616,86.19,194.15,912.44,27.99,2063.18,1211.03,207.52,1417.89,1422.44,681.28,7566.17,1100.86,1282.42,1685.2,328.58,909.88,221.93,3192.03,3298.64,230.96,311.87,43.04,2748.47,2670.17,198.94,12629.58,320.37
617,101.25,236.47,959.68,38.74,2241.66,1321.84,265.71,1496.32,1560.53,757.4,7949.83,1147.37,1344.51,1798.78,382.68,1030.01,260.92,3466.68,3708.06,275.68,341.78,52.34,2993.14,2855.45,229.76,13596.84,347.47
618,82.98,187.59,869.72,27.42,1972.16,1158.08,201.53,1351.89,1360.89,652.58,7211.26,1048.49,1222.03,1608.35,316.1,873.0,213.69,3051.13,3162.9,222.72,298.35,41.58,2627.77,2548.79,191.23,12062.81,306.19
619,103.06,249.4,860.09,45.52,2092.21,1240.52,293.21,1346.85,1473.39,726.22,7115.27,1016.09,1199.96,1642.63,386.04,1007.93,265.78,3233.89,3600.39,285.09,322.29,55.12,2801.4,2613.77,229.74,12549.4,323.63
620,97.72,250.57,625.95,53.03,1676.06,1005.8,314.92,990.93,1210.2,615.94,5161.02,717.03,864.09,1251.79,360.35,889.88,252.3,2587.66,3131.05,277.59,264.01,55.26,2257.97,2002.93,211.13,9803.62,258.05
621,141.92,373.87,775.96,83.95,2218.11,1341.08,483.32,1238.23,1626.46,843.56,6381.86,868.3,1062.72,1603.3,519.41,1246.24,366.66,3422.06,4349.0,408.28,354.25,82.36,2999.71,2575.14,301.94,12766.84,340.51
622,155.71,412.23,823.57,93.55,2388.51,1446.41,535.66,1316.61,1757.08,914.88,6769.56,916.56,1125.88,1714.29,569.02,1357.64,402.31,3684.4,4730.01,449.0,382.57,90.8,3232.76,2755.68,330.28,13700.09,366.44
623,159.86,409.28,1032.7,86.28,2756.02,1653.22,513.49,1634.22,1988.37,1010.96,8515.67,1184.29,1426.13,2061.84,589.79,1458.8,412.74,4255.16,5135.17,453.78,433.82,90.27,3712.16,3298.5,345.7,16134.14,424.4
624,150.3,380.04,1035.03,77.8,2695.23,1611.97,470.3,1633.21,1932.61,975.07,8542.43,1196.77,1433.36,2041.9,556.42,1393.82,387.95,4162.51,4923.65,424.18,421.92,83.85,3624.77,3261.92,327.29,15877.71,415.51
625,109.58,268.72,867.1,50.86,2147.67,1276.4,321.0,1360.53,1519.92,754.02,7169.01,1018.77,1207.45,1670.12,409.06,1055.28,282.68,3318.84,3757.57,304.97,332.29,59.37,2879.11,2660.28,242.62,12819.5,331.91
626,86.91,206.36,777.95,35.63,1849.75,1093.4,236.97,1215.25,1294.31,632.55,6440.63,925.31,1087.94,1470.1,327.09,868.19,224.02,2859.93,3114.45,238.38,283.32,45.65,2472.91,2336.13,195.59,11164.4,286.46
627,74.99,173.93,726.97,27.84,1686.54,993.54,193.63,1132.66,1171.73,567.15,6023.33,870.82,1019.17,1358.33,283.92,768.47,193.22,2608.42,2770.45,203.55,256.69,38.51,2250.83,2155.44,170.74,10249.14,261.52
628,67.29,154.3,676.16,23.75,1552.06,912.96,169.11,1052.34,1074.91,518.05,5604.19,812.39,948.95,1257.32,255.47,697.85,173.35,2400.78,2521.56,181.74,235.56,34.18,2069.83,1993.91,154.05,9460.24,240.81
629,66.67,149.37,716.72,21.09,1613.69,946.61,158.43,1113.27,1111.1,531.19,5943.98,865.74,1007.76,1321.18,254.5,707.63,171.66,2496.74,2567.99,178.26,243.64,33.12,2149.0,2092.85,154.29,9890.2,250.62
630,65.53,145.74,719.41,19.96,1610.41,943.89,152.86,1116.78,1106.88,527.87,5967.21,870.33,1012.08,1322.68,250.63,700.79,168.73,2491.85,2546.61,174.67,242.77,32.33,2143.72,2094.55,152.2,9886.49,250.2
631,68.75,154.87,727.86,22.32,1645.8,966.03,165.55,1131.05,1134.69,543.45,6035.48,878.15,1022.98,1344.27,262.11,725.81,177.03,2546.27,2631.39,184.25,248.78,34.33,2192.45,2129.98,158.7,10074.59,255.55
632,70.89,162.18,716.9,24.77,1642.43,965.86,177.23,1115.54,1136.87,547.48,5942.2,861.8,1006.3,1331.91,269.24,736.72,182.58,2540.64,2663.06,191.25,249.15,35.93,2190.04,2112.0,162.43,10016.67,254.86
633,103.0,245.02,916.45,42.53,2183.29,1290.91,281.96,1431.9,1528.55,747.58,7586.82,1089.41,1281.37,1733.37,387.52,1027.07,265.53,3375.54,3683.03,282.74,334.58,54.19,2919.21,2754.8,231.62,13170.59,338.08
634,109.06,257.17,1000.61,43.46,2360.79,1394.01,292.64,1561.75,1648.24,803.11,8286.03,1192.81,1400.41,1884.11,411.21,1097.95,281.09,3650.45,3944.66,298.2,360.88,56.9,3154.43,2992.68,246.31,14279.52,365.75
635,96.38,220.97,969.09,33.98,2224.02,1308.22,242.1,1508.21,1540.23,742.25,8032.19,1164.4,1360.07,1801.86,365.94,999.77,248.29,3440.22,3612.59,260.28,337.53,48.95,2965.91,2857.44,220.67,13556.95,345.07
636,116.28,275.87,1044.51,47.49,2480.84,1466.23,316.38,1631.42,1735.37,847.75,8647.69,1242.75,1460.86,1972.81,437.77,1162.93,299.75,3835.75,4172.61,318.82,379.88,61.03,3316.36,3134.79,261.84,14977.91,384.22
637,92.94,214.48,915.16,33.76,2113.2,1244.09,237.19,1425.2,1466.15,708.31,7583.79,1097.7,1283.61,1706.32,352.27,957.31,239.43,3268.54,3454.63,251.71,321.23,47.5,2819.36,2706.92,212.1,12859.03,327.77
638,87.48,203.23,843.51,32.72,1960.05,1154.94,226.75,1314.46,1362.41,659.87,6988.61,1009.97,1182.37,1577.24,331.05,894.88,225.41,3031.38,3225.09,237.61,298.44,44.99,2616.16,2503.05,199.01,11906.09,303.91
639,91.12,207.79,930.72,31.36,2126.18,1249.84,226.03,1447.81,1470.43,707.28,7715.25,1119.73,1306.81,1726.91,346.38,950.2,234.69,3289.04,3436.9,245.49,322.29,46.04,2834.49,2737.89,209.13,12977.27,329.97
640,86.19,194.15,912.44,27.99,2063.18,1211.03,207.52,1417.89,1422.44,681.28,7566.17,1100.86,1282.42,1685.2,328.58,909.88,221.93,3192.03,3298.64,230.96,311.87,43.04,2748.47,2670.17,198.94,12629.58,320.37
641,101.25,236.47,959.68,38.74,2241.66,1321.84,265.71,1496.32,1560.53,757.4,7949.83,1147.37,1344.51,1798.78,382.68,1030.01,260.92,3466.68,3708.06,275.68,341.78,52.34,2993.14,2855.45,229.76,13596.84,347.47
642,82.98,187.59,869.72,27.42,1972.16,1158.08,201.53,1351.89,1360.89,652.58,7211.26,1048.49,1222.03,1608.35,316.1,873.0,213.69,3051.13,3162.9,222.72,298.35,41.58,2627.77,2548.79,191.23,12062.81,306.19
643,103.06,249.4,860.09,45.52,2092.21,1240.52,293.21,1346.85,1473.39,726.22,7115.27,1016.09,1199.96,1642.63,386.04,1007.93,265.78,3233.89,3600.39,285.09,322.29,55.12,2801.4,2613.77,229.74,12549.4,323.63
644,97.72,250.57,625.95,53.03,1676.06,1005.8,314.92,990.93,1210.2,615.94,5161.02,717.03,864.09,1251.79,360.35,889.88,252.3,2587.66,3131.05,277.59,264.01,55.26,2257.97,2002.93,211.13,9803.62,258.05
645,141.92,373.87,775.96,83.95,2218.11,1341.08,483.32,1238.23,1626.46,843.56,6381.86,868.3,1062.72,1603.3,519.41,1246.24,366.66,3422.06,4349.0,408.28,354.25,82.36,2999.71,2575.14,301.94,12766.84,340.51
646,155.71,412.23,823.57,93.55,2388.51,1446.41,535.66,1316.61,1757.08,914.88,6769.56,916.56,1125.88,1714.29,569.02,1357.64,402.31,3684.4,4730.01,449.0,382.57,90.8,3232.76,2755.68,330.28,13700.09,366.44
647,159.86,409.28,1032.7,86.28,2756.02,1653.22,513.49,1634.22,1988.37,1010.96,8515.67,1184.29,1426.13,2061.84,589.79,1458.8,412.74,4255.16,5135.17,453.78,433.82,90.27,3712.16,3298.5,345.7,16134.14,424.4
648,150.3,380.04,1035.03,77.8,2695.23,1611.97,470.3,1633.21,1932.61,975.07,8542.43,1196.77,1433.36,2041.9,556.42,1393.82,387.95,4162.51,4923.65,424.18,421.92,83.85,3624.77,3261.92,327.29,15877.71,415.51
649,109.58,268.72,867.1,50.86,2147.67,1276.4,321.0,1360.53,1519.92,754.02,7169.01,1018.77,1207.45,1670.12,409.06,1055.28,282.68,3318.84,3757.57,304.97,332.29,59.37,2879.11,2660.28,242.62,12819.5,331.91
